pos,code,info_length
Verb,V-PPP-NPF,6
Verb,V-PMP-NPF,6
Verb,V-AMP-ASN,6
Verb,V-PNP-APF,6
Verb,V-RNP-DPF,6
Verb,V-RAP-ASF,6
Verb,V-AMP-APM,6
Verb,V-RPP-APF,6
Verb,V-2AAM-3P,6
Verb,V-2AAO-3P,6
Verb,V-PMP-GPM,6
Verb,V-AOP-NSN,6
Verb,V-FAP-APN,6
Verb,V-2API-1P,6
Verb,V-RPP-VSM,6
Verb,V-2AMI-1S,6
Verb,V-AAP-ASN,6
Verb,V-AOP-ASM,6
Verb,V-PMP-ASN,6
Verb,V-PPP-DPM,6
Verb,V-PPP-NPN,6
Verb,V-PMP-DPM,6
Verb,V-2RAI-1P,6
Verb,V-APP-DSM,6
Verb,V-RAP-NPN,6
Verb,V-2FPI-2S,6
Verb,V-2API-2S,6
Verb,V-2AMS-1S,6
Verb,V-RPP-GSN,6
Verb,V-PAP-APF,6
Verb,V-PEP-DPM,6
Verb,V-ADP-ASM,6
Verb,V-2FMI-3S,6
Verb,V-2ADS-1S,6
Verb,V-2FPI-1P,6
Verb,V-PMP-GSF,6
Verb,V-RPP-GSF,6
Verb,V-RPP-DSN,6
Verb,V-2AMI-1P,6
Verb,V-PEP-NPM,6
Verb,V-2APM-2P,6
Verb,V-2ADS-1P,6
Verb,V-2AOI-1P,6
Verb,V-2APS-1P,6
Verb,V-PMP-NSF,6
Verb,V-2FOI-1S,6
Verb,V-2AOS-2P,6
Verb,V-2AOI-1S,6
Verb,V-PMP-NSN,6
Verb,V-PNP-GSF,6
Verb,V-POP-NPM,6
Verb,V-PNP-DPF,6
Verb,V-2ADM-2S,6
Verb,V-RNP-NPM,6
Verb,V-2ADO-1S,6
Verb,V-APP-DPN,6
Verb,V-FPP-GPN,6
Verb,V-AOP-GPN,6
Verb,V-ADP-APM,6
Verb,V-AOP-APM,6
Verb,V-PEP-GPN,6
Verb,V-APP-NPN,6
Verb,V-ADP-NSF,6
Verb,V-PPP-DSN,6
Verb,V-FAP-NPM,6
Verb,V-PMP-GPF,6
Verb,V-PEP-NSF,6
Verb,V-PMP-GSN,6
Verb,V-AMP-GPM,6
Verb,V-2API-2P,6
Verb,V-AAP-DPN,6
Verb,V-RNP-APM,6
Verb,V-PNP-DSF,6
Verb,V-FDP-NPM,6
Verb,V-ANP-NSN,6
Verb,V-PDP-NPM,6
Verb,V-AMP-NSF,6
Verb,V-2AMS-2S,6
Verb,V-RAP-ASN,6
Verb,V-RAP-NPF,6
Verb,V-RMP-NPM,6
Verb,V-2AAP-NSM,7
Verb,V-2AAP-NPM,7
Verb,V-2APP-NPM,7
Verb,V-2AAP-DSM,7
Verb,V-2ADP-GSF,7
Verb,V-2AAP-ASM,7
Verb,V-2AAP-NSF,7
Verb,V-2APP-NSM,7
Verb,V-2RAP-APN,7
Verb,V-2ADP-NPF,7
Verb,V-2AAP-NSN,7
Verb,V-2AAP-NPN,7
Verb,V-2RPP-ASN,7
Verb,V-2AAP-DSF,7
Verb,V-2AAP-GPM,7
Verb,V-2AMP-NSM,7
Verb,V-2RAP-ASN,7
Verb,V-2ADP-APN,7
Verb,V-2AAP-GSM,7
Verb,V-2AAP-NPF,7
Verb,V-2RAP-NSM,7
Verb,V-2ADP-GSM,7
Verb,V-2RPP-ASM,7
Verb,V-2RAP-NSN,7
Verb,V-2AAP-ASF,7
Verb,V-2ADP-GSN,7
Verb,V-2AAP-GSF,7
Verb,V-2ADP-NSM,7
Verb,V-2RAP-ASF,7
Verb,V-2RAP-APM,7
Verb,V-2ADP-DPM,7
Verb,V-2ADP-NPM,7
Verb,V-2RAP-NSF,7
Verb,V-2AAP-APM,7
Verb,V-2RAP-NPM,7
Verb,V-2APP-NSN,7
Verb,V-2APP-NPF,7
Verb,V-2AAP-GSN,7
Verb,V-2AMP-GSM,7
Verb,V-2ADP-ASM,7
Verb,V-2ADP-APM,7
Verb,V-2ADP-ASF,7
Verb,V-2ADP-ASN,7
Verb,V-2RAP-NPF,7
Verb,V-2ADP-GPF,7
Verb,V-2RAP-ASM,7
Verb,V-2APP-NSF,7
Verb,V-2AAP-DPM,7
Verb,V-2AMP-NPM,7
Verb,V-2RAP-DSN,7
Verb,V-2AAP-DPF,7
Verb,V-2AAP-APF,7
Verb,V-2ADP-GPM,7
Verb,V-2RAP-GPN,7
Verb,V-2AAP-ASN,7
Verb,V-2APP-ASM,7
Verb,V-2APP-DSN,7
Verb,V-2APP-GPM,7
Verb,V-FAI-3S-ATT,8
Verb,V-FAI-3P-ATT,8
Verb,V-AOI-3P-ATT,8
Verb,V-AOI-1P-ATT,8
Verb,V-PAI-3P-ATT,8
Verb,V-INI-3S-ATT,8
Verb,V-FDI-2S-ATT,8
Verb,V-AOI-3S-ATT,8
Verb,V-LAI-3S-ATT,8
Verb,V-RAI-3S-ATT,8
Verb,V-INI-3P-ATT,8
Verb,V-RAI-3P-ATT,8
Verb,V-RAI-1S-ATT,8
Verb,V-RAI-1P-ATT,8
Verb,V-RAI-2S-ATT,8
Verb,V-RAI-2P-ATT,8
Verb,V-IAI-3P-ATT,8
Verb,V-LAI-3P-ATT,8
Verb,V-FAI-1S-ATT,8
Verb,V-AOI-2P-ATT,8
Verb,V-PNI-2S-ATT,8
Verb,V-IAI-3S-ATT,8
Verb,V-AOI-1S-ATT,8
Verb,V-FDI-3S-ATT,8
Verb,V-FDI-2P-ATT,8
Verb,V-RAP-GSM-ATT,9
Verb,V-2AAM-2S-ATT,9
Verb,V-2AAI-3P-ATT,9
Verb,V-RPP-ASN-ATT,9
Verb,V-2RAI-1P-ATT,9
Verb,V-RAP-NPM-ATT,9
Verb,V-2RAI-2P-ATT,9
Verb,V-RAP-NSM-ATT,9
Verb,V-RPP-NSN-ATT,9
Verb,V-2RAI-3P-ATT,9
Verb,V-2RAI-3S-ATT,9
Verb,V-2RAP-APM-ATT,10
