id,std_poly_form,std_poly_LC,str_num_1,str_num_2,str_num_3
2771,ἑβδομηκοντάκις,ἑβδομηκοντάκις,1441,,
2772,βασιλεῖ,βασιλεῖ,935,,
2773,ἠθέλησεν,ἠθέλησεν,2309,,
2774,συνᾶραι,συνᾶραι,4868,,
2775,δούλων,δούλων,1401,,
2776,ἀρξαμένου,ἀρξαμένου,756,,
2777,συναίρειν,συναίρειν,4868,,
2778,ὀφειλέτης,ὀφειλέτης,3781,,
2779,μυρίων,μυρίων,3463,,
2780,ταλάντων,ταλάντων,5007,,
2781,ἔχοντος,ἔχοντος,2192,,
2782,ἀποδοῦναι,ἀποδοῦναι,591,,
2783,πραθῆναι,πραθῆναι,4097,,
2784,ἀποδοθῆναι,ἀποδοθῆναι,591,,
2785,μακροθύμησον,μακροθύμησον,3114,,
2786,ἀποδώσω,ἀποδώσω,591,,
2787,σπλαγχνισθείς,σπλαγχνισθείς,4697,,
2788,δούλου,δούλου,1401,,
2789,ἀπέλυσεν,ἀπέλυσεν,630,,
2790,δάνειον,δάνειον,1156,,
2791,ἐκεῖνος,ἐκεῖνος,1565,,
2792,εὗρεν,εὗρεν,2147,,
2793,συνδούλων,συνδούλων,4889,,
2794,ὤφειλεν,ὤφειλεν,3784,,
2795,δηνάρια,δηνάρια,1220,,
2796,ἔπνιγεν,ἔπνιγεν,4155,,
2797,ἀπόδος,ἀπόδος,591,,
2798,ὀφείλεις,ὀφείλεις,3784,,
2799,σύνδουλος,σύνδουλος,4889,,
2800,παρεκάλει,παρεκάλει,3870,,
2801,ἔβαλεν,ἔβαλεν,906,,
2802,ἀποδῷ,ἀποδῷ,591,,
2803,ὀφειλόμενον,ὀφειλόμενον,3784,,
2804,σύνδουλοι,σύνδουλοι,4889,,
2805,γενόμενα,γενόμενα,1096,,
2806,διεσάφησαν,διεσάφησαν,1285,,
2807,δοῦλε,δοῦλε,1401,,
2808,πονηρέ,πονηρέ,4190,,
2809,ὀφειλήν,ὀφειλήν,3782,,
2810,ἀφῆκά,ἀφῆκά,863,,
2811,ἐπεί,ἐπεί,1893,,
2812,παρεκάλεσάς,παρεκάλεσάς,3870,,
2813,ἔδει,ἔδει,1163,,
2814,ἐλεῆσαι,ἐλεῆσαι,1653,,
2815,σύνδουλόν,σύνδουλόν,4889,,
2816,ἠλέησα,ἠλέησα,1653,,
2817,ὀργισθείς,ὀργισθείς,3710,,
2818,παρέδωκεν,παρέδωκεν,3860,,
2819,βασανισταῖς,βασανισταῖς,930,,
2820,ἐπουράνιος,ἐπουράνιος,2032,,
2821,ποιήσει,ποιήσει,4160,4162.0,
2822,ἕκαστος,ἕκαστος,1538,,
2823,καρδιῶν,καρδιῶν,2588,,
2824,αἰτίαν,αἰτίαν,156,,
2825,ποιήσας,ποιήσας,4160,,
2826,ἀρχῆς,ἀρχῆς,746,,
2827,ἄρσεν,ἄρσεν,730,,
2828,θῆλυ,θῆλυ,2338,,
2829,καταλείψει,καταλείψει,2641,,
2830,προσκολληθήσεται,προσκολληθήσεται,4347,,
2831,γυναικί,γυναικί,1135,,
2832,σάρκα,σάρκα,4561,,
2833,οὐκέτι,οὐκέτι,3765,,
2834,συνέζευξεν,συνέζευξεν,4801,,
2835,χωριζέτω,χωριζέτω,5563,,
2836,βιβλίον,βιβλίον,975,,
2837,ἀποστασίου,ἀποστασίου,647,,
2838,σκληροκαρδίαν,σκληροκαρδίαν,4641,,
2839,ἐπέτρεψεν,ἐπέτρεψεν,2010,,
2840,γυναῖκας,γυναῖκας,1135,,
2841,πορνείᾳ,πορνείᾳ,4202,,
2842,γαμήσας,γαμήσας,1060,,
2843,αἰτία,αἰτία,156,,
2844,γυναικός,γυναικός,1135,,
2845,γαμῆσαι,γαμῆσαι,1060,,
2846,χωροῦσιν,χωροῦσιν,5562,,
2847,τοῦτον,τοῦτον,3778,,
2848,οἷς,οἷς,3739,,
2849,εὐνοῦχοι,εὐνοῦχοι,2135,,
2850,κοιλίας,κοιλίας,2836,,
2851,ἐγεννήθησαν,ἐγεννήθησαν,1080,,
2852,εὐνουχίσθησαν,εὐνουχίσθησαν,2134,,
2853,εὐνούχισαν,εὐνούχισαν,2134,,
2854,ἑαυτούς,ἑαυτούς,1438,,
2855,δυνάμενος,δυνάμενος,1410,,
2856,χωρεῖν,χωρεῖν,5562,,
2857,χωρείτω,χωρείτω,5562,,
2858,ἐπιθῇ,ἐπιθῇ,2007,,
2859,προσεύξηται,προσεύξηται,4336,,
2860,ἐπετίμησαν,ἐπετίμησαν,2008,,
2861,κωλύετε,κωλύετε,2967,,
2862,τοιούτων,τοιούτων,5108,,
2863,ἐπιθείς,ἐπιθείς,2007,,
2864,ἀγαθέ,ἀγαθέ,18,,
2865,λέγεις,λέγεις,3004,,
2866,τήρησον,τήρησον,5083,,
2867,ἐντολάς,ἐντολάς,1785,,
2868,ποίας,ποίας,4169,,
2869,κλέψεις,κλέψεις,2813,,
2870,ψευδομαρτυρήσεις,ψευδομαρτυρήσεις,5576,,
2871,νεανίσκος,νεανίσκος,3495,,
2872,ἐφυλαξάμην,ἐφυλαξάμην,5442,,
2873,νεότητός,νεότητός,3503,,
2874,ὑστερῶ,ὑστερῶ,5302,,
2875,τέλειος,τέλειος,5046,,
2876,πώλησόν,πώλησόν,4453,,
2877,ὑπάρχοντα,ὑπάρχοντα,5225,,
2878,πτωχοῖς,πτωχοῖς,4434,,
2879,ἕξεις,ἕξεις,2192,,
2880,θησαυρόν,θησαυρόν,2344,,
2881,δεῦρο,δεῦρο,1204,,
2882,λυπούμενος,λυπούμενος,3076,,
2883,κτήματα,κτήματα,2933,,
2884,δυσκόλως,δυσκόλως,1423,,
2885,πλούσιος,πλούσιος,4145,,
2886,εὐκοπώτερόν,εὐκοπώτερόν,2123,,
2887,κάμηλον,κάμηλον,2574,,
2888,τρυπήματος,τρυπήματος,5169,,
2889,ῥαφίδος,ῥαφίδος,4476,,
2890,διελθεῖν,διελθεῖν,1330,,
2891,πλούσιον,πλούσιον,4145,,
2892,σωθῆναι,σωθῆναι,4982,,
2893,ἐμβλέψας,ἐμβλέψας,1689,,
2894,ἀδύνατόν,ἀδύνατόν,102,,
2895,δυνατά,δυνατά,1415,,
2896,ἀφήκαμεν,ἀφήκαμεν,863,,
2897,ἠκολουθήσαμέν,ἠκολουθήσαμέν,190,,
2898,ἀκολουθήσαντές,ἀκολουθήσαντές,190,,
2899,παλιγγενεσίᾳ,παλιγγενεσίᾳ,3824,,
2900,καθίσῃ,καθίσῃ,2523,,
2901,θρόνου,θρόνου,2362,,
2902,δόξης,δόξης,1391,,
2903,καθίσεσθε,καθίσεσθε,2523,,
2904,θρόνους,θρόνους,2362,,
2905,κρίνοντες,κρίνοντες,2919,,
2906,φυλάς,φυλάς,5443,,
2907,ἀδελφάς,ἀδελφάς,79,,
2908,ἀγρούς,ἀγρούς,68,,
2909,ὀνόματός,ὀνόματός,3686,,
2910,ἑκατονταπλασίονα,ἑκατονταπλασίονα,1542,,
2911,κληρονομήσει,κληρονομήσει,2816,,
2912,πρῶτοι,πρῶτοι,4413,,
2913,ἔσχατοι,ἔσχατοι,2078,,
2914,μισθώσασθαι,μισθώσασθαι,3409,,
2915,ἀμπελῶνα,ἀμπελῶνα,290,,
2916,συμφωνήσας,συμφωνήσας,4856,,
2917,ἐργατῶν,ἐργατῶν,2040,,
2918,δηναρίου,δηναρίου,1220,,
2919,ἡμέραν,ἡμέραν,2250,,
2920,τρίτην,τρίτην,5154,,
2921,ὥραν,ὥραν,5610,,
2922,ἑστῶτας,ἑστῶτας,2476,,
2923,ἀγορᾷ,ἀγορᾷ,58,,
2924,ἀργούς,ἀργούς,692,,
2925,ἕκτην,ἕκτην,1623,,
2926,ἐνάτην,ἐνάτην,1766,,
2927,ὡσαύτως,ὡσαύτως,5615,,
2928,ἑνδεκάτην,ἑνδεκάτην,1734,,
2929,ἑστήκατε,ἑστήκατε,2476,,
2930,ἀργοί,ἀργοί,692,,
2931,ἐμισθώσατο,ἐμισθώσατο,3409,,
2932,λήψεσθε,λήψεσθε,2983,,
2933,ἀμπελῶνος,ἀμπελῶνος,290,,
2934,ἐπιτρόπῳ,ἐπιτρόπῳ,2012,,
2935,κάλεσον,κάλεσον,2564,,
2936,ἐσχάτων,ἐσχάτων,2078,,
2937,δηνάριον,δηνάριον,1220,,
2938,ἐνόμισαν,ἐνόμισαν,3543,,
2939,πλείονα,πλείονα,4183,,
2940,λήψονται,λήψονται,2983,,
2941,λαβόντες,λαβόντες,2983,,
2942,ἐγόγγυζον,ἐγόγγυζον,1111,,
2943,ἴσους,ἴσους,2470,,
2944,ἐποίησας,ἐποίησας,4160,,
2945,βαστάσασιν,βαστάσασιν,941,,
2946,βάρος,βάρος,922,,
2947,καύσωνα,καύσωνα,2742,,
2948,ἑνί,ἑνί,1520,,
2949,ἑταῖρε,ἑταῖρε,2083,,
2950,ἀδικῶ,ἀδικῶ,91,,
2951,συνεφώνησάς,συνεφώνησάς,4856,,
2952,σόν,σόν,4674,,
2953,ἐσχάτῳ,ἐσχάτῳ,2078,,
2954,ἐμοῖς,ἐμοῖς,1699,,
2955,κλητοί,κλητοί,2822,,
2956,ἐκλεκτοί,ἐκλεκτοί,1588,,
2957,ἀναβαίνων,ἀναβαίνων,305,,
2958,ἀναβαίνομεν,ἀναβαίνομεν,305,,
2959,παραδοθήσεται,παραδοθήσεται,3860,,
2960,ἀρχιερεῦσιν,ἀρχιερεῦσιν,749,,
2961,γραμματεῦσιν,γραμματεῦσιν,1122,,
2962,ἐμπαῖξαι,ἐμπαῖξαι,1702,,
2963,μαστιγῶσαι,μαστιγῶσαι,3146,,
2964,σταυρῶσαι,σταυρῶσαι,4717,,
2965,ἀναστήσεται,ἀναστήσεται,450,,
2966,προσκυνοῦσα,προσκυνοῦσα,4352,,
2967,αἰτοῦσά,αἰτοῦσά,154,,
2968,καθίσωσιν,καθίσωσιν,2523,,
2969,δεξιῶν,δεξιῶν,1188,,
2970,εὐωνύμων,εὐωνύμων,2176,,
2971,αἰτεῖσθε,αἰτεῖσθε,154,,
2972,πιεῖν,πιεῖν,4095,,
2973,μέλλω,μέλλω,3195,,
2974,πίνειν,πίνειν,4095,,
2975,βαπτίζομαι,βαπτίζομαι,907,,
2976,δυνάμεθα,δυνάμεθα,1410,,
2977,ποτήριόν,ποτήριόν,4221,,
2978,πίεσθε,πίεσθε,4095,,
2979,βαπτισθήσεσθε,βαπτισθήσεσθε,907,,
2980,καθίσαι,καθίσαι,2523,,
2981,ἡτοίμασται,ἡτοίμασται,2090,,
2982,δέκα,δέκα,1176,,
2983,ἠγανάκτησαν,ἠγανάκτησαν,23,,
2984,ἀδελφῶν,ἀδελφῶν,80,,
2985,ἄρχοντες,ἄρχοντες,758,,
2986,κατακυριεύουσιν,κατακυριεύουσιν,2634,,
2987,μεγάλοι,μεγάλοι,3173,,
2988,κατεξουσιάζουσιν,κατεξουσιάζουσιν,2715,,
2989,γενέσθαι,γενέσθαι,1096,,
2990,διάκονος,διάκονος,1249,,
2991,διακονηθῆναι,διακονηθῆναι,1247,,
2992,διακονῆσαι,διακονῆσαι,1247,,
2993,λύτρον,λύτρον,3083,,
2994,ἐκπορευομένων,ἐκπορευομένων,1607,,
2995,Ἰεριχώ,ἰεριχώ,2410,,
2996,καθήμενοι,καθήμενοι,2521,,
2997,παράγει,παράγει,3855,,
2998,σιωπήσωσιν,σιωπήσωσιν,4623,,
2999,ἔκραζον,ἔκραζον,2896,,
3000,στάς,στάς,2476,,
3001,ἐφώνησεν,ἐφώνησεν,5455,,
3002,ἀνοιχθῶσιν,ἀνοιχθῶσιν,455,,
3003,ἀνέβλεψαν,ἀνέβλεψαν,308,,
3004,ἤγγισαν,ἤγγισαν,1448,,
3005,Βηθσφαγή,βηθσφαγή,967,,
3006,ἐλαιῶν,ἐλαιῶν,1636,,
3007,πορεύθητε,πορεύθητε,4198,,
3008,ἀπέναντι,ἀπέναντι,561,,
3009,ὄνον,ὄνον,3688,,
3010,δεδεμένην,δεδεμένην,1210,,
3011,πῶλον,πῶλον,4454,,
3012,λύσαντες,λύσαντες,3089,,
3013,ἀγάγετέ,ἀγάγετέ,71,,
3014,ἀποστέλλει,ἀποστέλλει,649,,
3015,θυγατρί,θυγατρί,2364,,
3016,Σιών,σιών,4622,,
3017,ἔρχεταί,ἔρχεταί,2064,,
3018,πραΰς,πραΰς,4239,,
3019,ἐπιβεβηκώς,ἐπιβεβηκώς,1910,,
3020,ὑποζυγίου,ὑποζυγίου,5268,,
3021,ποιήσαντες,ποιήσαντες,4160,,
3022,καθώς,καθώς,2531,,
3023,ἤγαγον,ἤγαγον,71,,
3024,ἐπέθηκαν,ἐπέθηκαν,2007,,
3025,ἐπεκάθισεν,ἐπεκάθισεν,1940,,
3026,πλεῖστος,πλεῖστος,4183,,
3027,ἔστρωσαν,ἔστρωσαν,4766,,
3028,ἔκοπτον,ἔκοπτον,2875,,
3029,κλάδους,κλάδους,2798,,
3030,ἐστρώννυον,ἐστρώννυον,4766,,
3031,προάγοντες,προάγοντες,4254,,
3032,ἀκολουθοῦντες,ἀκολουθοῦντες,190,,
3033,ὡσαννά,ὡσαννά,5614,,
3034,υἱῷ,υἱῷ,5207,,
3035,εὐλογημένος,εὐλογημένος,2127,,
3036,ὑψίστοις,ὑψίστοις,5310,,
3037,εἰσελθόντος,εἰσελθόντος,1525,,
3038,ἐσείσθη,ἐσείσθη,4579,,
3039,ἱερόν,ἱερόν,2411,,
3040,πωλοῦντας,πωλοῦντας,4453,,
3041,ἀγοράζοντας,ἀγοράζοντας,59,,
3042,τραπέζας,τραπέζας,5132,,
3043,κολλυβιστῶν,κολλυβιστῶν,2855,,
3044,κατέστρεψεν,κατέστρεψεν,2690,,
3045,καθέδρας,καθέδρας,2515,,
3046,πωλούντων,πωλούντων,4453,,
3047,περιστεράς,περιστεράς,4058,,
3048,οἶκός,οἶκός,3624,,
3049,οἶκος,οἶκος,3624,,
3050,προσευχῆς,προσευχῆς,4335,,
3051,ἐποιήσατε,ἐποιήσατε,4160,,
3052,σπήλαιον,σπήλαιον,4693,,
3053,λῃστῶν,λῃστῶν,3027,,
3054,θαυμάσια,θαυμάσια,2297,,
3055,κράζοντας,κράζοντας,2896,,
3056,λέγοντας,λέγοντας,3004,,
3057,ἀκούεις,ἀκούεις,191,,
3058,νηπίων,νηπίων,3516,,
3059,θηλαζόντων,θηλαζόντων,2337,,
3060,κατηρτίσω,κατηρτίσω,2675,,
3061,αἶνον,αἶνον,136,,
3062,βηθανίαν,βηθανίαν,963,,
3063,ηὐλίσθη,ηὐλίσθη,835,,
3064,πρωΐας,πρωΐας,4405,,
3065,ἐπανάγων,ἐπανάγων,1877,,
3066,συκῆν,συκῆν,4808,,
3067,φύλλα,φύλλα,5444,,
3068,μηκέτι,μηκέτι,3371,,
3069,καρπός,καρπός,2590,,
3070,αἰῶνα,αἰῶνα,165,,
3071,παραχρῆμα,παραχρῆμα,3916,,
3072,συκῆ,συκῆ,4808,,
3073,διακριθῆτε,διακριθῆτε,1252,,
3074,συκῆς,συκῆς,4808,,
3075,ποιήσετε,ποιήσετε,4160,,
3076,κἄν,κἄν,2579,,
3077,ἄρθητι,ἄρθητι,142,,
3078,βλήθητι,βλήθητι,906,,
3079,αἰτήσητε,αἰτήσητε,154,,
3080,πιστεύοντες,πιστεύοντες,4100,,
3081,διδάσκοντι,διδάσκοντι,1321,,
3082,πρεσβύτεροι,πρεσβύτεροι,4245,,
3083,ποίᾳ,ποίᾳ,4169,,
3084,ἐξουσίᾳ,ἐξουσίᾳ,1849,,
3085,ποιεῖς,ποιεῖς,4160,,
3086,ἐρωτήσω,ἐρωτήσω,2065,,
3087,εἴπητέ,εἴπητέ,3004,,
3088,ποιῶ,ποιῶ,4160,,
3089,εἴπωμεν,εἴπωμεν,3004,,
3090,ἐρεῖ,ἐρεῖ,2046,,
3091,ἐπιστεύσατε,ἐπιστεύσατε,4100,,
3092,φοβούμεθα,φοβούμεθα,5399,,
3093,ἀποκριθέντες,ἀποκριθέντες,611,,
3094,οἴδαμεν,οἴδαμεν,1492,,
3095,πρώτῳ,πρώτῳ,4413,,
3096,ἐργάζου,ἐργάζου,2038,,
3097,ἀμπελῶνί,ἀμπελῶνί,290,,
3098,μεταμεληθείς,μεταμεληθείς,3338,,
3099,δευτέρῳ,δευτέρῳ,1208,,
3100,πόρναι,πόρναι,4204,,
3101,προάγουσιν,προάγουσιν,4254,,
3102,ἐπίστευσαν,ἐπίστευσαν,4100,,
3103,μετεμελήθητε,μετεμελήθητε,3338,,
3104,πιστεῦσαι,πιστεῦσαι,4100,,
3105,οἰκοδεσπότης,οἰκοδεσπότης,3617,,
3106,φραγμόν,φραγμόν,5418,,
3107,περιέθηκεν,περιέθηκεν,4060,,
3108,ὤρυξεν,ὤρυξεν,3736,,
3109,ληνόν,ληνόν,3025,,
3110,πύργον,πύργον,4444,,
3111,ἐξέδοτο,ἐξέδοτο,1554,,
3112,γεωργοῖς,γεωργοῖς,1092,,
3113,ἀπεδήμησεν,ἀπεδήμησεν,589,,
3114,ἤγγισεν,ἤγγισεν,1448,,
3115,καιρός,καιρός,2540,,
3116,δούλους,δούλους,1401,,
3117,γεωργούς,γεωργούς,1092,,
3118,γεωργοί,γεωργοί,1092,,
3119,ἔδειραν,ἔδειραν,1194,,
3120,ἀπέκτειναν,ἀπέκτειναν,615,,
3121,ἐλιθοβόλησαν,ἐλιθοβόλησαν,3036,,
3122,πλείονας,πλείονας,4183,,
3123,ἐντραπήσονται,ἐντραπήσονται,1788,,
3124,κληρονόμος,κληρονόμος,2818,,
3125,ἀποκτείνωμεν,ἀποκτείνωμεν,615,,
3126,κατάσχωμεν,κατάσχωμεν,2722,,
3127,κληρονομίαν,κληρονομίαν,2817,,
3128,ἐξέβαλον,ἐξέβαλον,1544,,
3129,κακούς,κακούς,2556,,
3130,ἐκδώσεται,ἐκδώσεται,1554,,
3131,ἄλλοις,ἄλλοις,243,,
3132,καιροῖς,καιροῖς,2540,,
3133,γραφαῖς,γραφαῖς,1124,,
3134,ἀπεδοκίμασαν,ἀπεδοκίμασαν,593,,
3135,οἰκοδομοῦντες,οἰκοδομοῦντες,3618,,
3136,ἐγενήθη,ἐγενήθη,1096,,
3137,γωνίας,γωνίας,1137,,
3138,θαυμαστή,θαυμαστή,2298,,
3139,ἀφ,ἀφ,575,,
3140,ἔθνει,ἔθνει,1484,,
3141,ποιοῦντι,ποιοῦντι,4160,,
3142,συνθλασθήσεται,συνθλασθήσεται,4917,,
3143,πέσῃ,πέσῃ,4098,,
3144,λικμήσει,λικμήσει,3039,,
3145,ἔγνωσαν,ἔγνωσαν,1097,,
3146,κρατῆσαι,κρατῆσαι,2902,,
3147,ἐπειδή,ἐπειδή,1894,,
3148,γάμους,γάμους,1062,,
3149,κεκλημένους,κεκλημένους,2564,,
3150,ἤθελον,ἤθελον,2309,,
3151,κεκλημένοις,κεκλημένοις,2564,,
3152,ἄριστόν,ἄριστόν,712,,
3153,ἡτοίμασα,ἡτοίμασα,2090,,
3154,ταῦροί,ταῦροί,5022,,
3155,σιτιστά,σιτιστά,4619,,
3156,τεθυμένα,τεθυμένα,2380,,
3157,ἕτοιμα,ἕτοιμα,2092,,
3158,ἀμελήσαντες,ἀμελήσαντες,272,,
3159,ἴδιον,ἴδιον,2398,,
3160,ἐμπορίαν,ἐμπορίαν,1711,,
3161,λοιποί,λοιποί,3062,,
3162,κρατήσαντες,κρατήσαντες,2902,,
3163,ὕβρισαν,ὕβρισαν,5195,,
3164,ὠργίσθη,ὠργίσθη,3710,,
3165,στρατεύματα,στρατεύματα,4753,,
3166,ἀπώλεσεν,ἀπώλεσεν,622,,
3167,φονεῖς,φονεῖς,5406,,
3168,ἐκείνους,ἐκείνους,1565,,
3169,ἐνέπρησεν,ἐνέπρησεν,1714,,
3170,δούλοις,δούλοις,1401,,
3171,γάμος,γάμος,1062,,
3172,ἕτοιμός,ἕτοιμός,2092,,
3173,κεκλημένοι,κεκλημένοι,2564,,
3174,ἄξιοι,ἄξιοι,514,,
3175,διεξόδους,διεξόδους,1327,,
3176,ὁδῶν,ὁδῶν,3598,,
3177,ὅσους,ὅσους,3745,,
3178,καλέσατε,καλέσατε,2564,,
3179,ἐκεῖνοι,ἐκεῖνοι,1565,,
3180,ὁδούς,ὁδούς,3598,,
3181,συνήγαγον,συνήγαγον,4863,,
3182,τε,τε,5037,,
3183,ἐπλήσθη,ἐπλήσθη,4130,,
