book,chapter,verse,word_index,matched_word_index,word_order,secondary_word_order,word,unicode,std_poly_form,str_num,lemma,def,root_1,root_2,root_3,str_num_alt_2,str_num_alt_3
JOH,8,9,19,25.0,25,1,E)N,ἐν,ἐν,1722.0,ἔν,"about, after, against, + almost, X altogether, among, X as, at, before, between, (here-)by (+ all means), for (... sake of), + give self wholly to, (here-)in(-to, -wardly), X mightily, (because) of, (up-)on, (open-)ly, X outwardly, one, X quickly, X shortly, (speedi-)ly, X that, X there(-in, -on), through(-out), (un-)to(-ward), under, when, where(-with), while, with(-in)",,,,,
JOH,8,9,20,26.0,26,1,ME/SW|,μέσῳ,μέσῳ,3319.0,μέσος,"among, X before them, between, + forth, mid(-day, -night), midst, way",μετά,,,,
JOH,8,9,21,27.0,27,1,OU)=SA,οὖσα,οὖσα,1510.0,εἰμί,"am, have been, X it is I, was",,,,,
JOH,8,10,1,1.0,1,1,*)ANAKU/YAS,Ἀνακύψας,ἀνακύψας,352.0,ἀνακύπτω,"lift up, look up",ἀνά,κύπτω,,,
JOH,8,10,2,2.0,2,1,DE\,δὲ,δέ,1161.0,δέ,"also, and, but, moreover, now",,,,,
JOH,8,10,3,3.0,3,1,O(,ὁ,ὁ,3588.0,ὁ,"the, this, that, one, he, she, it, etc",,,,,
JOH,8,10,4,4.0,4,1,*)IHSOU=S,Ἰησοῦς,ἰησοῦς,2424.0,Ἰησοῦς,Jesus,יְהוֹשׁוַּע,,,,
JOH,8,10,5,,4,2,EI)=DEN,εἶδεν,εἶδεν,3708.0,ὁράω,"behold, perceive, see, take heed",,,,,
JOH,8,10,6,,4,3,AU)TH\N,αὐτὴν,αὐτήν,846.0,αὐτός,"her, it(-self), one, the other, (mine) own, said, (self-), the) same, ((him-, my-, thy- )self, (your-)selves, she, that, their(-s), them(-selves), there(-at, - by, -in, -into, -of, -on, -with), they, (these) things, this (man), those, together, very, which",,,,,
JOH,8,10,7,5.0,5,1,KAI\,καὶ,καί,2532.0,καί,"and, also, both, but, even, for, if, or, so, that, then, therefore, when, yet",,,,,
JOH,8,10,8,11.0,11,1,EI)=PEN,εἶπεν,εἶπεν,3004.0,λέγω,"ask, bid, boast, call, describe, give out, name, put forth, say(-ing, on), shew, speak, tell, utter",,,,,
JOH,8,10,9,,12,1,*GU/NAI,Γύναι,γύναι,1135.0,γυνή,"wife, woman",γίνομαι,,,,
JOH,8,10,10,13.0,13,1,POU=,ποῦ,ποῦ,4226.0,ποῦ,"where, whither",πού,,,4225.0,
JOH,8,10,11,19.0,19,1,*OU)DEI/S,Οὐδείς,οὐδείς,3762.0,οὐδείς,"any (man), aught, man, neither any (thing), never (man), no (man), none (+ of these things), not (any, at all, -thing), nought",οὐδέ,εἷς,,,
JOH,8,10,12,20.0,20,1,SE,σε,σε,4771.0,σύ,thou,,,,,
JOH,8,10,13,21.0,21,1,KATE/KRINEN,κατέκρινεν,κατέκρινεν,2632.0,κατακρίνω,"condemn, damn",κατά,κρίνω,,,
JOH,8,11,1,1.0,1,1,*(H,Ἡ,ἡ,3588.0,ὁ,"the, this, that, one, he, she, it, etc",,,,,
JOH,8,11,2,2.0,2,1,DE\,δὲ,δέ,1161.0,δέ,"also, and, but, moreover, now",,,,,
JOH,8,11,3,3.0,3,1,EI)=PEN,εἶπεν,εἶπεν,3004.0,λέγω,"ask, bid, boast, call, describe, give out, name, put forth, say(-ing, on), shew, speak, tell, utter",,,,,
JOH,8,11,4,4.0,4,1,*OU)DEI/S,Οὐδείς,οὐδείς,3762.0,οὐδείς,"any (man), aught, man, neither any (thing), never (man), no (man), none (+ of these things), not (any, at all, -thing), nought",οὐδέ,εἷς,,,
JOH,8,11,5,5.0,5,1,KU/RIE,κύριε,κύριε,2962.0,κύριος,"God, Lord, master, Sir",,,,,
JOH,8,11,6,6.0,6,1,*EI)=PEN,Εἶπεν,εἶπεν,3004.0,λέγω,"ask, bid, boast, call, describe, give out, name, put forth, say(-ing, on), shew, speak, tell, utter",,,,,
JOH,8,11,7,7.0,7,1,DE\,δὲ,δέ,1161.0,δέ,"also, and, but, moreover, now",,,,,
JOH,8,11,8,,7,2,AU)TH=|,αὐτῇ,αὐτῇ,846.0,αὐτός,"her, it(-self), one, the other, (mine) own, said, (self-), the) same, ((him-, my-, thy- )self, (your-)selves, she, that, their(-s), them(-selves), there(-at, - by, -in, -into, -of, -on, -with), they, (these) things, this (man), those, together, very, which",,,,,
JOH,8,11,9,8.0,8,1,O(,ὁ,ὁ,3588.0,ὁ,"the, this, that, one, he, she, it, etc",,,,,
JOH,8,11,10,9.0,9,1,*)IHSOU=S,Ἰησοῦς,ἰησοῦς,2424.0,Ἰησοῦς,Jesus,יְהוֹשׁוַּע,,,,
JOH,8,11,11,10.0,10,1,*OU)DE\,Οὐδὲ,οὐδέ,3761.0,οὐδέ,"neither (indeed), never, no (more, nor, not), nor (yet), (also, even, then) not (even, so much as), + nothing, so much as",οὐ,δέ,,,
JOH,8,11,12,11.0,11,1,E)GW/,ἐγώ,ἐγώ,1473.0,ἐγώ,"I, me",,,,,
JOH,8,11,13,12.0,12,1,SE,σε,σε,4771.0,σύ,thou,,,,,
JOH,8,11,14,,13,1,KATAKRI/NW,κατακρίνω,,,,,,,,,
JOH,8,11,15,14.0,14,1,POREU/OU,πορεύου,πορεύου,4198.0,πορεύομαι,"depart, go (away, forth, one's way, up), (make a, take a) journey, walk",πεῖρα,,,,
JOH,8,11,16,16.0,16,1,MHKE/TI,μηκέτι,μηκέτι,3371.0,μηκέτι,"any longer, (not) henceforth, hereafter, no henceforward (longer, more, soon), not any more",μή,ἔτι,,,
JOH,8,11,17,17.0,17,1,A(MA/RTANE,ἁμάρτανε,ἁμάρτανε,264.0,ἁμαρτάνω,"for your faults, offend, sin, trespass",α,μέρος,,,
ACT,24,6,1,1.0,1,1,O(\S,ὃς,ὅς,3739.0,ὅς,"one, (an-, the) other, some, that, what, which, who(-m, -se), etc",ὁ,,,,
ACT,24,6,2,2.0,2,1,KAI\,καὶ,καί,2532.0,καί,"and, also, both, but, even, for, if, or, so, that, then, therefore, when, yet",,,,,
ACT,24,6,3,3.0,3,1,TO\,τὸ,τό,3588.0,ὁ,"the, this, that, one, he, she, it, etc",,,,,
ACT,24,6,4,4.0,4,1,I(ERO\N,ἱερὸν,ἱερόν,2411.0,ἱερόν,temple,ἱερός,,,,
ACT,24,6,5,5.0,5,1,E)PEI/RASEN,ἐπείρασεν,ἐπείρασεν,3985.0,πειράζω,"assay, examine, go about, prove, tempt(-er), try",πεῖρα,,,,
ACT,24,6,6,6.0,6,1,BEBHLW=SAI,βεβηλῶσαι,βεβηλῶσαι,953.0,βεβηλόω,profane,βέβηλος,,,,
ACT,24,6,7,7.0,7,1,O(\N,ὃν,ὅν,3739.0,ὅς,"one, (an-, the) other, some, that, what, which, who(-m, -se), etc",ὁ,,,,
ACT,24,6,8,8.0,8,1,KAI\,καὶ,καί,2532.0,καί,"and, also, both, but, even, for, if, or, so, that, then, therefore, when, yet",,,,,
ACT,24,6,9,9.0,9,1,E)KRATH/SAMEN,ἐκρατήσαμεν,ἐκρατήσαμεν,2902.0,κρατέω,"hold (by, fast), keep, lay hand (hold) on, obtain, retain, take (by)",κράτος,,,,
ACT,24,6,10,,10,1,KAI\,καὶ,καί,2532.0,καί,"and, also, both, but, even, for, if, or, so, that, then, therefore, when, yet",,,,,
ACT,24,6,11,,11,1,KATA\,κατὰ,κατά,2596.0,κατά,"about, according as (to), after, against, (when they were) X alone, among, and, X apart, (even, like) as (concerning, pertaining to touching), X aside, at, before, beyond, by, to the charge of, (charita-)bly, concerning, + covered, (dai-)ly, down, every, (+ far more) exceeding, X more excellent, for, from ... to, godly, in(-asmuch, divers, every, -to, respect of), ... by, after the manner of, + by any means, beyond (out of) measure, X mightily, more, X natural, of (up-)on (X part), out (of every), over against, (+ your) X own, + particularly, so, through(-oughout, -oughout every), thus, (un-)to(-gether, -ward), X uttermost, where(-by), with.",,,,,
ACT,24,6,12,,12,1,TO\N,τὸν,τόν,3588.0,ὁ,"the, this, that, one, he, she, it, etc",,,,,
ACT,24,6,13,,13,1,H(ME/TERON,ἡμέτερον,,,,,,,,,
ACT,24,6,14,,14,1,NO/MON,νόμον,νόμον,3551.0,νόμος,law,,,,,
ACT,24,6,15,,15,1,H)QELH/SAMEN,ἠθελήσαμεν,ἠθελήσαμεν,2309.0,θέλω,"desire, be disposed (forward), intend, list, love, mean, please, have rather, (be) will (have, -ling, - ling(-ly))",αἱρέομαι,,,,
ACT,24,6,16,,16,1,KRI=NAI,κρῖναι,κρῖναι,2919.0,κρίνω,"avenge, conclude, condemn, damn, decree, determine, esteem, judge, go to (sue at the) law, ordain, call in question, sentence to, think",,,,,
ACT,24,7,1,,1,1,*PARELQW\N,Παρελθὼν,παρελθών,3928.0,παρέρχομαι,"come (forth), go, pass (away, by, over), past, transgress",παρά,ἔρχομαι,,,
ACT,24,7,2,,2,1,DE\,δὲ,δέ,1161.0,δέ,"also, and, but, moreover, now",,,,,
ACT,24,7,3,,3,1,*LUSI/AS,Λυσίας,λυσίας,3079.0,Λυσίας,Lysias,,,,,
ACT,24,7,4,,4,1,O(,ὁ,ὁ,3588.0,ὁ,"the, this, that, one, he, she, it, etc",,,,,
ACT,24,7,5,,5,1,XILI/ARXOS,χιλίαρχος,χιλίαρχος,5506.0,χιλίαρχος,"(chief, high) captain",χίλιοι,ἄρχω,,,
ACT,24,7,6,,6,1,META\,μετὰ,μετά,3326.0,μετά,"after(-ward), X that he again, against, among, X and, + follow, hence, hereafter, in, of, (up-)on, + our, X and setting, since, (un-)to, + together, when, with (+ -out). Often used in composition, in substantially the same relations of participation or proximity, and transfer or sequence",,,,,
ACT,24,7,7,,7,1,POLLH=S,πολλῆς,πολλῆς,4183.0,πολύς,"abundant, + altogether, common, + far (passed, spent), (+ be of a) great (age, deal, -ly, while), long, many, much, oft(-en (-times)), plenteous, sore, straitly",,,,,
ACT,24,7,8,,8,1,BI/AS,βίας,βίας,970.0,βία,violence,,,,,
ACT,24,7,9,,9,1,E)K,ἐκ,ἐκ,1537.0,ἐκ,"after, among, X are, at, betwixt(-yond), by (the means of), exceedingly, (+ abundantly above), for(- th), from (among, forth, up), + grudgingly, + heartily, X heavenly, X hereby, + very highly, in, ...ly, (because, by reason) of, off (from), on, out among (from, of), over, since, X thenceforth, through, X unto, X vehemently, with(-out)",,,,,
ACT,24,7,10,,10,1,TW=N,τῶν,τῶν,3588.0,ὁ,"the, this, that, one, he, she, it, etc",,,,,
ACT,24,7,11,,11,1,XEIRW=N,χειρῶν,χειρῶν,5495.0,χείρ,hand,χειμών,χάσμα,,,
ACT,24,7,12,,12,1,H(MW=N,ἡμῶν,ἡμῶν,1473.0,ἐγώ,"I, me",,,,,
ACT,24,7,13,,13,1,A)PH/GAGEN,ἀπήγαγεν,,,,,,,,,
ACT,24,8,1,,-1,1,KELEU/SAS,κελεύσας,κελεύσας,2753.0,κελεύω,"bid, (at, give) command(-ment)",,,,,
ACT,24,8,2,,-1,2,TOU\S,τοὺς,τούς,3588.0,ὁ,"the, this, that, one, he, she, it, etc",,,,,
ACT,24,8,3,,-1,3,KATHGO/ROUS,κατηγόρους,κατηγόρους,2725.0,κατήγορος,accuser,κατά,ἀγορά,,,
ACT,24,8,4,13.0,13,1,AU)TOU=,αὐτοῦ,αὐτοῦ,846.0,αὐτός,"her, it(-self), one, the other, (mine) own, said, (self-), the) same, ((him-, my-, thy- )self, (your-)selves, she, that, their(-s), them(-selves), there(-at, - by, -in, -into, -of, -on, -with), they, (these) things, this (man), those, together, very, which",,,,847.0,
ACT,24,8,5,,14,1,E)/RXESQAI,ἔρχεσθαι,ἔρχεσθαι,2064.0,ἔρχομαι,"accompany, appear, bring, come, enter, fall out, go, grow, X light, X next, pass, resort, be set",,,,,
ACT,24,8,6,,15,1,E)PI\,ἐπὶ,ἐπί,1909.0,ἐπί,"about (the times), above, after, against, among, as long as (touching), at, beside, X have charge of, (be-, (where-))fore, in (a place, as much as, the time of, -to), (because) of, (up-)on (behalf of), over, (by, for) the space of, through(-out), (un-)to(-ward), with.",,,,,
ACT,24,8,7,,16,1,PAR,παρ,παρ,3844.0,παρά,"above, against, among, at, before, by, contrary to, X friend, from, + give (such things as they), + that (she) had, X his, in, more than, nigh unto, (out) of, past, save, side...by, in the sight of, than, (there-)fore, with. In compounds it retains the same variety of application",,,,,
ACT,24,8,8,,17,1,OU(=,οὗ,οὗ,3739.0,ὅς,"one, (an-, the) other, some, that, what, which, who(-m, -se), etc",ὁ,,,3757.0,
ACT,24,8,9,,18,1,DUNH/SH|,δυνήσῃ,δυνήσῃ,1410.0,δύναμαι,"be able, can (do, + -not), could, may, might, be possible, be of power",,,,,
ACT,24,8,10,,19,1,AU)TO\S,αὐτὸς,αὐτός,846.0,αὐτός,"her, it(-self), one, the other, (mine) own, said, (self-), the) same, ((him-, my-, thy- )self, (your-)selves, she, that, their(-s), them(-selves), there(-at, - by, -in, -into, -of, -on, -with), they, (these) things, this (man), those, together, very, which",,,,,
ACT,24,8,11,,20,1,A)NAKRI/NAS,ἀνακρίνας,ἀνακρίνας,350.0,ἀνακρίνω,"ask, question, discern, examine, judge, search",ἀνά,κρίνω,,,
ACT,24,8,12,,21,1,PERI\,περὶ,περί,4012.0,περί,"(there-)about, above, against, at, on behalf of, X and his company, which concern, (as) concerning, for, X how it will go with, ((there-, where-)) of, on, over, pertaining (to), for sake, X (e-)state, (as) touching, (where-)by (in), with. In comparative, it retains substantially the same meaning of circuit (around), excess (beyond), or completeness (through)",πέραν,,,,
ACT,24,8,13,,22,1,PA/NTWN,πάντων,πάντων,3956.0,πᾶς,"all (manner of, means), alway(-s), any (one), X daily, + ever, every (one, way), as many as, + no(-thing), X thoroughly, whatsoever, whole, whosoever",,,,,
ACT,24,8,14,,23,1,TOU/TWN,τούτων,τούτων,3778.0,οὗτος,"he (it was that), hereof, it, she, such as, the same, these, they, this (man, same, woman), which, who",αὐτός,ὁ,,,
ACT,24,8,15,,24,1,E)PIGNW=NAI,ἐπιγνῶναι,ἐπιγνῶναι,1921.0,ἐπιγινώσκω,"(ac-, have, take)know(-ledge, well), perceive",ἐπί,γινώσκω,,,
ACT,24,8,16,,25,1,W(=N,ὧν,ὧν,3739.0,ὅς,"one, (an-, the) other, some, that, what, which, who(-m, -se), etc",ὁ,,,,
ACT,24,8,17,,26,1,H(MEI=S,ἡμεῖς,ἡμεῖς,1473.0,ἐγώ,"I, me",,,,,
ACT,24,8,18,,27,1,KATHGOROU=MEN,κατηγοροῦμεν,κατηγοροῦμεν,2723.0,κατηγορέω,"accuse, object",κατήγορος,,,,
ACT,24,8,19,,28,1,AU)TOU=,αὐτοῦ,αὐτοῦ,846.0,αὐτός,"her, it(-self), one, the other, (mine) own, said, (self-), the) same, ((him-, my-, thy- )self, (your-)selves, she, that, their(-s), them(-selves), there(-at, - by, -in, -into, -of, -on, -with), they, (these) things, this (man), those, together, very, which",,,,847.0,
