id,word,count,str_num,rp_code,rp_pos,rp_gender,rp_number,rp_word_case,rp_tense,rp_type,rp_voice,rp_mood,rp_person,rp_indeclinable,rp_description,rp_kai_incrasis,rp_extra
68488,εχρισας,1,5548,V-AAI-2S,Verb,,Singular,,Aorist,,Active,Indicative,Second person,,,,
68492,ποντιος,1,4194,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
68497,λαοις,2,2992,N-DPM,Noun,Masculine,Plural,Dative,,,,,,,,,
68508,προωρισεν,4,4309,V-AAI-3S,Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
68514,επιδε,1,1896,V-2AAM-2S,Verb,,Singular,,Second Aorist,,Active,Imperative,Second person,,,,
68517,απειλας,1,547,N-APF,Noun,Feminine,Plural,Accusative,,,,,,,,,
68536,εκτεινειν,2,1614,V-PAN,Verb,,,,Present,,Active,Infinitive,,,,,
68539,ιασιν,1,2392,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
68554,δεηθεντων,1,1189,V-AOP-GPM,Verb,Masculine,Plural,Genitive,Aorist,,passive Deponent,Participle,,,,,
68556,εσαλευθη,1,4531,V-API-3S,Verb,,Singular,,Aorist,,Passive,Indicative,Third person,,,,
68569,ελαλουν,5,2980,V-IAI-3P,Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
68580,πιστευσαντων,1,4100,V-AAP-GPM,Verb,Masculine,Plural,Genitive,Aorist,,Active,Participle,,,,,
68606,απεδιδουν,1,591,V-IAI-3P,Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
68625,ενδεης,1,1729,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
68632,κτητορες,1,2935,N-NPM,Noun,Masculine,Plural,Nominative,,,,,,,,,
68633,χωριων,1,5564,N-GPN,Noun,Neuter,Plural,Genitive,,,,,,,,,
68635,οικιων,1,3614,N-GPF,Noun,Feminine,Plural,Genitive,,,,,,,,,
68636,υπηρχον,2,5225,V-IAI-3P,Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
68637,πωλουντες,1,4453,V-PAP-NPM,Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
68640,τιμας,2,5092,N-APF,Noun,Feminine,Plural,Accusative,,,,,,,,,
68642,πιπρασκομενων,1,4097,V-PPP-GPN,Verb,Neuter,Plural,Genitive,Present,,Passive,Participle,,,,,
68650,διεδιδοτο,1,1239,V-IPI-3S,Verb,,Singular,,Imperfect,,Passive,Indicative,Third person,,,,
68662,βαρναβας,11,921,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
68670,παρακλησεως,12,3874,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
68672,κυπριος,1,2953,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
68675,υπαρχοντος,3,5225,V-PAP-GSM,Verb,Masculine,Singular,Genitive,Present,,Active,Participle,,,,,
68678,πωλησας,1,4453,V-AAP-NSM,Verb,Masculine,Singular,Nominative,Aorist,,Active,Participle,,,,,
68681,χρημα,1,5536,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
68692,ανανιας,8,367,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
68695,σαπφειρη,1,4551,N-DSF,Noun,Feminine,Singular,Dative,,,,,,,,,
68699,επωλησεν,1,4453,V-AAI-3S,Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
68700,κτημα,1,2933,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
68702,ενοσφισατο,1,3557,V-AMI-3S,Verb,,Singular,,Aorist,,Middle,Indicative,Third person,,,,
68705,τιμης,7,5092,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
68706,συνειδυιας,1,4894,V-RAP-GSF,Verb,Feminine,Singular,Genitive,Perfect,,Active,Participle,,,,,
68712,ενεγκας,2,5342,V-AAP-NSM,Verb,Masculine,Singular,Nominative,Aorist,,Active,Participle,,,,,
68724,ανανια,2,367,N-VSM,Noun,Masculine,Singular,Vocative,,,,,,,,,
68733,ψευσασθαι,2,5574,V-ADN,Verb,,,,Aorist,,middle Deponent,Infinitive,,,,,
68740,νοσφισασθαι,1,3557,V-AMN,Verb,,,,Aorist,,Middle,Infinitive,,,,,
68752,πραθεν,1,4097,V-APP-NSN,Verb,Neuter,Singular,Nominative,Aorist,,Passive,Participle,,,,,
68755,ση,4,4674,S-2SDSF,Possessive Pronoun,Feminine,Singular,Dative,,,,,Second person,,,,
68760,εθου,1,5087,V-2AMI-2S,Verb,,Singular,,Second Aorist,,Middle,Indicative,Second person,,,,
68766,πραγμα,3,4229,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
68769,εψευσω,1,5574,V-ADI-2S,Verb,,Singular,,Aorist,,middle Deponent,Indicative,Second person,,,,
68782,εξεψυξεν,3,1634,V-AAI-3S,Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
68790,ακουοντας,6,191,V-PAP-APM,Verb,Masculine,Plural,Accusative,Present,,Active,Participle,,,,,
68795,νεωτεροι,2,3501,A-NPM-C,Adjective,Masculine,Plural,Nominative,,comparative,,,,,,,
68796,συνεστειλαν,1,4958,V-AAI-3P,Verb,,Plural,,Aorist,,Active,Indicative,Third person,,,,
68799,εξενεγκαντες,2,1627,V-AAP-NPM,Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
68804,ωρων,1,5610,N-GPF,Noun,Feminine,Plural,Genitive,,,,,,,,,
68806,διαστημα,1,1292,N-NSN,Noun,Neuter,Singular,Nominative,,,,,,,,,
68824,τοσουτου,2,5118,D-GSN,Demonstrative Pronoun,Neuter,Singular,Genitive,,,,,,,,,
68827,απεδοσθε,1,591,V-2AMI-2P,Verb,,Plural,,Second Aorist,,Middle,Indicative,Second person,,,,
68841,συνεφωνηθη,1,4856,V-API-3S,Verb,,Singular,,Aorist,,Passive,Indicative,Third person,,,,
68843,πειρασαι,2,3985,V-AAN,Verb,,,,Aorist,,Active,Infinitive,,,,,
68849,ποδες,7,4228,N-NPM,Noun,Masculine,Plural,Nominative,,,,,,,,,
68851,θαψαντων,1,2290,V-AAP-GPM,Verb,Masculine,Plural,Genitive,Aorist,,Active,Participle,,,,,
68859,εξοισουσιν,1,1627,V-FAI-3P,Verb,,Plural,,Future,,Active,Indicative,Third person,,,,
68870,εισελθοντες,6,1525,V-2AAP-NPM,Verb,Masculine,Plural,Nominative,Second Aorist,,Active,Participle,,,,,
68876,νεκραν,1,3498,A-ASF,Adjective,Feminine,Singular,Accusative,,,,,,,,,
68925,κολλασθαι,3,2853,V-PPN,Verb,,,,Present,,Passive,Infinitive,,,,,
68934,προσετιθεντο,1,4369,V-IPI-3P,Verb,,Plural,,Imperfect,,Passive,Indicative,Third person,,,,
68938,πληθη,1,4128,N-NPN,Noun,Neuter,Plural,Nominative,,,,,,,,,
68947,εκφερειν,1,1627,V-PAN,Verb,,,,Present,,Active,Infinitive,,,,,
68951,τιθεναι,3,5087,V-PAN,Verb,,,,Present,,Active,Infinitive,,,,,
68955,κραββατων,1,2895,N-GPM,Noun,Masculine,Plural,Genitive,,,,,,,,,
68962,επισκιαση,1,1982,V-AAS-3S,Verb,,Singular,,Aorist,,Active,Subjunctive,Third person,,,,
68965,συνηρχετο,1,4905,V-INI-3S,Verb,,Singular,,Imperfect,,middle or passive Deponent,Indicative,Third person,,,,
68971,περιξ,1,4038,ADV,Adverb,,,,,,,,,,,,
68978,οχλουμενους,1,3791,V-PPP-APM,Verb,Masculine,Plural,Accusative,Present,,Passive,Participle,,,,,
68996,αιρεσις,1,139,N-NSF,Noun,Feminine,Singular,Nominative,,,,,,,,,
69000,ζηλου,2,2205,N-GSM,Noun,Masculine,Singular,Genitive,,,,,,,,,
69014,δημοσια,4,1219,A-DSF,Adjective,Feminine,Singular,Dative,,,,,,,,,
69025,φυλακης,6,5438,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
69026,εξαγαγων,2,1806,V-2AAP-NSM,Verb,Masculine,Singular,Nominative,Second Aorist,,Active,Participle,,,,,
69032,σταθεντες,2,2476,V-APP-NPM,Verb,Masculine,Plural,Nominative,Aorist,,Passive,Participle,,,,,
69050,ορθρον,1,3722,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
69055,εδιδασκον,2,1321,V-IAI-3P,Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
69064,συνεκαλεσαν,1,4779,V-AAI-3P,Verb,,Plural,,Aorist,,Active,Indicative,Third person,,,,
69070,γερουσιαν,1,1087,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
69078,δεσμωτηριον,2,1201,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
69091,αναστρεψαντες,1,390,V-AAP-NPM,Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
69100,κεκλεισμενον,1,2808,V-RPP-ASN,Verb,Neuter,Singular,Accusative,Perfect,,Passive,Participle,,,,,
69103,ασφαλεια,2,803,N-DSF,Noun,Feminine,Singular,Dative,,,,,,,,,
69150,εθεσθε,1,5087,V-2AMI-2P,Verb,,Plural,,Second Aorist,,Middle,Indicative,Second person,,,,
69169,υπηρεταις,1,5257,N-DPM,Noun,Masculine,Plural,Dative,,,,,,,,,
69174,βιας,2,970,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
69181,λιθασθωσιν,1,3034,V-APS-3P,Verb,,Plural,,Aorist,,Passive,Subjunctive,Third person,,,,
69182,αγαγοντες,1,71,V-2AAP-NPM,Verb,Masculine,Plural,Nominative,Second Aorist,,Active,Participle,,,,,
69196,παραγγελια,1,3852,N-DSF,Noun,Feminine,Singular,Dative,,,,,,,,,
69197,παρηγγειλαμεν,2,3853,V-AAI-1P,Verb,,Plural,,Aorist,,Active,Indicative,First person,,,,
69207,πεπληρωκατε,1,4137,V-RAI-2P,Verb,,Plural,,Perfect,,Active,Indicative,Second person,,,,
69215,επαγαγειν,1,1863,V-2AAN,Verb,,,,Second Aorist,,Active,Infinitive,,,,,
69230,πειθαρχειν,2,3980,V-PAN,Verb,,,,Present,,Active,Infinitive,,,,,
69245,διεχειρισασθε,1,1315,V-AMI-2P,Verb,,Plural,,Aorist,,Middle,Indicative,Second person,,,,
69246,κρεμασαντες,2,2910,V-AAP-NPM,Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
69248,ξυλου,8,3586,N-GSN,Noun,Neuter,Singular,Genitive,,,,,,,,,
69254,σωτηρα,3,4990,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
69285,πειθαρχουσιν,1,3980,V-PAP-DPM,Verb,Masculine,Plural,Dative,Present,,Active,Participle,,,,,
69290,διεπριοντο,2,1282,V-IPI-3P,Verb,,Plural,,Imperfect,,Passive,Indicative,Third person,,,,
69292,εβουλευοντο,1,1011,V-INI-3P,Verb,,Plural,,Imperfect,,middle or passive Deponent,Indicative,Third person,,,,
69293,ανελειν,6,337,V-2AAN,Verb,,,,Second Aorist,,Active,Infinitive,,,,,
69303,γαμαλιηλ,2,1059,N-PRI,Noun,,,,,,,,,Indeclinable,proper noun,,
69304,νομοδιδασκαλος,1,3547,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
69305,τιμιος,2,5093,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
69329,μελλετε,2,3195,V-PAI-2P,Verb,,Plural,,Present,,Active,Indicative,Second person,,,,
69337,θευδας,1,2333,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
69343,προσεκληθη,1,4341,V-API-3S,Verb,,Singular,,Aorist,,Passive,Indicative,Third person,,,,
69347,τετρακοσιων,1,5071,A-GPM,Adjective,Masculine,Plural,Genitive,,,,,,,,,
69349,ανηρεθη,1,337,V-API-3S,Verb,,Singular,,Aorist,,Passive,Indicative,Third person,,,,
69353,επειθοντο,3,3982,V-IPI-3P,Verb,,Plural,,Imperfect,,Passive,Indicative,Third person,,,,
69355,διελυθησαν,1,1262,V-API-3P,Verb,,Plural,,Aorist,,Passive,Indicative,Third person,,,,
69370,απογραφης,1,582,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
69372,απεστησεν,1,868,V-AAI-3S,Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
69384,διεσκορπισθησαν,1,1287,V-API-3P,Verb,,Plural,,Aorist,,Passive,Indicative,Third person,,,,
69396,εασατε,1,1439,V-AAM-2P,Verb,,Plural,,Aorist,,Active,Imperative,Second person,,,,
69421,θεομαχοι,1,2314,A-NPM,Adjective,Masculine,Plural,Nominative,,,,,,,,,
69422,ευρεθητε,1,2147,V-APS-2P,Verb,,Plural,,Aorist,,Passive,Subjunctive,Second person,,,,
69423,επεισθησαν,2,3982,V-API-3P,Verb,,Plural,,Aorist,,Passive,Indicative,Third person,,,,
69427,προσκαλεσαμενοι,2,4341,V-ADP-NPM,Verb,Masculine,Plural,Nominative,Aorist,,middle Deponent,Participle,,,,,
69457,κατηξιωθησαν,1,2661,V-API-3P,Verb,,Plural,,Aorist,,Passive,Indicative,Third person,,,,
69458,ατιμασθηναι,1,818,V-APN,Verb,,,,Aorist,,Passive,Infinitive,,,,,
69469,επαυοντο,1,3973,V-IMI-3P,Verb,,Plural,,Imperfect,,Middle,Indicative,Third person,,,,
69481,πληθυνοντων,1,4129,V-PAP-GPM,Verb,Masculine,Plural,Genitive,Present,,Active,Participle,,,,,
69487,ελληνιστων,1,1675,N-GPM,Noun,Masculine,Plural,Genitive,,,,,,,,,
69490,εβραιους,1,1445,A-APM,Adjective,Masculine,Plural,Accusative,,,,,,,,,
69492,παρεθεωρουντο,1,3865,V-IPI-3P,Verb,,Plural,,Imperfect,,Passive,Indicative,Third person,,,,
69495,διακονια,10,1248,N-DSF,Noun,Feminine,Singular,Dative,,,,,,,,,
69497,καθημερινη,1,2522,A-DSF,Adjective,Feminine,Singular,Dative,,,,,,,,,
69511,αρεστον,2,701,A-NSN,Adjective,Neuter,Singular,Nominative,,,,,,,,,
69514,καταλειψαντας,1,2641,V-AAP-APM,Verb,Masculine,Plural,Accusative,Aorist,,Active,Participle,,,,,
69520,τραπεζαις,1,5132,N-DPF,Noun,Feminine,Plural,Dative,,,,,,,,,
69521,επισκεψασθε,1,1980,V-ADM-2P,Verb,,Plural,,Aorist,,middle Deponent,Imperative,Second person,,,,
69527,μαρτυρουμενους,1,3140,V-PPP-APM,Verb,Masculine,Plural,Accusative,Present,,Passive,Participle,,,,,
69535,καταστησωμεν,1,2525,V-AAS-1P,Verb,,Plural,,Aorist,,Active,Subjunctive,First person,,,,
69538,χρειας,4,5532,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
69549,προσκαρτερησομεν,1,4342,V-FAI-1P,Verb,,Plural,,Future,,Active,Indicative,First person,,,,
69559,εξελεξαντο,1,1586,V-AMI-3P,Verb,,Plural,,Aorist,,Middle,Indicative,Third person,,,,
69563,πιστεως,95,4102,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
69570,προχορον,1,4402,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
69572,νικανορα,1,3527,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
69574,τιμωνα,1,5096,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
69576,παρμεναν,1,3937,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
69578,νικολαον,1,3532,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
69580,αντιοχεα,1,491,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
69599,επληθυνετο,2,4129,V-IPI-3S,Verb,,Singular,,Imperfect,,Passive,Indicative,Third person,,,,
69611,ιερεων,2,2409,N-GPM,Noun,Masculine,Plural,Genitive,,,,,,,,,
69612,υπηκουον,1,5219,V-IAI-3P,Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
69615,στεφανος,6,4736,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
69629,ανεστησαν,2,450,V-AAI-3P,Verb,,Plural,,Aorist,,Active,Indicative,Third person,,,,
69637,λεγομενης,2,3004,V-PPP-GSF,Verb,Feminine,Singular,Genitive,Present,,Passive,Participle,,,,,
69638,λιβερτινων,1,3032,N-GPM,Noun,Masculine,Plural,Genitive,,,,,,,,,
69640,κυρηναιων,1,2956,N-GPM,Noun,Masculine,Plural,Genitive,,,,,,,,,
69642,αλεξανδρεων,1,221,N-GPM,Noun,Masculine,Plural,Genitive,,,,,,,,,
69646,κιλικιας,5,2791,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
69648,ασιας,7,773,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
69651,στεφανω,2,4736,N-DSM,Noun,Masculine,Singular,Dative,,,,,,,,,
69654,ισχυον,2,2480,V-IAI-3P,Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
69664,υπεβαλον,1,5260,V-2AAI-3P,Verb,,Plural,,Second Aorist,,Active,Indicative,Third person,,,,
69672,βλασφημα,2,989,A-APN,Adjective,Neuter,Plural,Accusative,,,,,,,,,
69674,μωσην,2,3475,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
69678,συνεκινησαν,1,4787,V-AAI-3P,Verb,,Plural,,Aorist,,Active,Indicative,Third person,,,,
69689,επισταντες,2,2186,V-2AAP-NPM,Verb,Masculine,Plural,Nominative,Second Aorist,,Active,Participle,,,,,
69690,συνηρπασαν,1,4884,V-AAI-3P,Verb,,Plural,,Aorist,,Active,Indicative,Third person,,,,
69699,μαρτυρας,1,3144,N-APM,Noun,Masculine,Plural,Accusative,,,,,,,,,
69700,ψευδεις,2,5571,A-APM,Adjective,Masculine,Plural,Accusative,,,,,,,,,
69706,παυεται,1,3973,V-PMI-3S,Verb,,Singular,,Present,,Middle,Indicative,Third person,,,,
69727,καταλυσει,1,2647,V-FAI-3S,Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
69732,αλλαξει,1,236,V-FAI-3S,Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
69734,εθη,2,1485,N-APN,Noun,Neuter,Plural,Accusative,,,,,,,,,
69740,ατενισαντες,1,816,V-AAP-NPM,Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
69745,καθεζομενοι,1,2516,V-PNP-NPM,Verb,Masculine,Plural,Nominative,Present,,middle or passive Deponent,Participle,,,,,
69782,οντι,4,1510,V-PAP-DSM,Verb,Masculine,Singular,Dative,Present,,Active,Participle,,,,,
69785,μεσοποταμια,1,3318,N-DSF,Noun,Feminine,Singular,Dative,,,,,,,,,
69788,κατοικησαι,3,2730,V-AAN,Verb,,,,Aorist,,Active,Infinitive,,,,,
69791,χαρραν,2,5488,N-PRI,Noun,,,,,,,,,Indeclinable,proper noun,,
69804,συγγενειας,1,4772,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
69813,δειξω,5,1166,V-FAI-1S,Verb,,Singular,,Future,,Active,Indicative,First person,,,,
69818,χαλδαιων,1,5466,N-GPM,Noun,Masculine,Plural,Genitive,,,,,,,,,
69829,μετωκισεν,1,3351,V-AAI-3S,Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
69839,κατοικειτε,1,2730,V-PAI-2P,Verb,,Plural,,Present,,Active,Indicative,Second person,,,,
69848,βημα,2,968,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
69849,ποδος,1,4228,N-GSM,Noun,Masculine,Singular,Genitive,,,,,,,,,
69851,επηγγειλατο,5,1861,V-ADI-3S,Verb,,Singular,,Aorist,,middle Deponent,Indicative,Third person,,,,
69855,κατασχεσιν,1,2697,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
69866,τεκνου,2,5043,N-GSN,Noun,Neuter,Singular,Genitive,,,,,,,,,
69877,παροικον,1,3941,A-NSN,Adjective,Neuter,Singular,Nominative,,,,,,,,,
69880,αλλοτρια,1,245,A-DSF,Adjective,Feminine,Singular,Dative,,,,,,,,,
69882,δουλωσουσιν,1,1402,V-FAI-3P,Verb,,Plural,,Future,,Active,Indicative,Third person,,,,
69885,κακωσουσιν,1,2559,V-FAI-3P,Verb,,Plural,,Future,,Active,Indicative,Third person,,,,
69887,τετρακοσια,2,5071,A-APN,Adjective,Neuter,Plural,Accusative,,,,,,,,,
69893,δουλευσωσιν,1,1398,V-AAS-3P,Verb,,Plural,,Aorist,,Active,Subjunctive,Third person,,,,
69904,λατρευσουσιν,2,3000,V-FAI-3P,Verb,,Plural,,Future,,Active,Indicative,Third person,,,,
69913,διαθηκην,5,1242,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
69914,περιτομης,15,4061,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
69921,περιετεμεν,2,4059,V-2AAI-3S,Verb,,Singular,,Second Aorist,,Active,Indicative,Third person,,,,
69937,πατριαρχας,1,3966,N-APM,Noun,Masculine,Plural,Accusative,,,,,,,,,
69940,πατριαρχαι,1,3966,N-NPM,Noun,Masculine,Plural,Nominative,,,,,,,,,
69941,ζηλωσαντες,1,2206,V-AAP-NPM,Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
69944,απεδοντο,1,591,V-2AMI-3P,Verb,,Plural,,Second Aorist,,Middle,Indicative,Third person,,,,
69954,εξειλετο,2,1807,V-2AMI-3S,Verb,,Singular,,Second Aorist,,Middle,Indicative,Third person,,,,
69959,θλιψεων,3,2347,N-GPF,Noun,Feminine,Plural,Genitive,,,,,,,,,
69968,φαραω,5,5328,N-PRI,Noun,,,,,,,,,Indeclinable,proper noun,,
69974,ηγουμενον,1,2233,V-PNP-ASM,Verb,Masculine,Singular,Accusative,Present,,middle or passive Deponent,Participle,,,,,
69991,χανααν,2,5477,N-PRI,Noun,,,,,,,,,Indeclinable,proper noun,,
69998,χορτασματα,1,5527,N-APN,Noun,Neuter,Plural,Accusative,,,,,,,,,
70006,σιτα,1,4621,N-APN,Noun,Neuter,Plural,Accusative,,,,,,,,,
70018,ανεγνωρισθη,1,319,V-API-3S,Verb,,Singular,,Aorist,,Passive,Indicative,Third person,,,,
70035,μετεκαλεσατο,2,3333,V-AMI-3S,Verb,,Singular,,Aorist,,Middle,Indicative,Third person,,,,
70043,συγγενειαν,1,4772,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
70061,μετετεθησαν,1,3346,V-API-3P,Verb,,Plural,,Aorist,,Passive,Indicative,Third person,,,,
70063,συχεμ,2,4966,N-PRI,Noun,,,,,,,,,Indeclinable,proper noun,,
70065,ετεθησαν,2,5087,V-API-3P,Verb,,Plural,,Aorist,,Passive,Indicative,Third person,,,,
70070,ωνησατο,1,5608,V-ADI-3S,Verb,,Singular,,Aorist,,middle Deponent,Indicative,Third person,,,,
70073,αργυριου,3,694,N-GSN,Noun,Neuter,Singular,Genitive,,,,,,,,,
70077,εμμορ,1,1697,N-PRI,Noun,,,,,,,,,Indeclinable,proper noun,,
70086,επαγγελιας,23,1860,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
70097,επληθυνθη,1,4129,V-API-3S,Verb,,Singular,,Aorist,,Passive,Indicative,Third person,,,,
70111,κατασοφισαμενος,1,2686,V-ADP-NSM,Verb,Masculine,Singular,Nominative,Aorist,,middle Deponent,Participle,,,,,
70115,εκακωσεν,1,2559,V-AAI-3S,Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
70121,εκθετα,1,1570,A-APN,Adjective,Neuter,Plural,Accusative,,,,,,,,,
70128,ζωογονεισθαι,1,2225,V-PPN,Verb,,,,Present,,Passive,Infinitive,,,,,
70136,αστειος,1,791,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
70140,ανετραφη,1,397,V-2API-3S,Verb,,Singular,,Second Aorist,,Passive,Indicative,Third person,,,,
70148,εκτεθεντα,1,1620,V-APP-ASM,Verb,Masculine,Singular,Accusative,Aorist,,Passive,Participle,,,,,
70151,ανειλετο,1,337,V-2AMI-3S,Verb,,Singular,,Second Aorist,,Middle,Indicative,Third person,,,,
70156,ανεθρεψατο,1,397,V-AMI-3S,Verb,,Singular,,Aorist,,Middle,Indicative,Third person,,,,
70162,επαιδευθη,1,3811,V-API-3S,Verb,,Singular,,Aorist,,Passive,Indicative,Third person,,,,
70166,αιγυπτιων,1,124,A-GPM,Adjective,Masculine,Plural,Genitive,,,,,,,,,
70176,επληρουτο,1,4137,V-IPI-3S,Verb,,Singular,,Imperfect,,Passive,Indicative,Third person,,,,
70178,τεσσαρακονταετης,1,5063,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
70185,επισκεψασθαι,1,1980,V-ADN,Verb,,,,Aorist,,middle Deponent,Infinitive,,,,,
70195,αδικουμενον,1,91,V-PPP-ASM,Verb,Masculine,Singular,Accusative,Present,,Passive,Participle,,,,,
70196,ημυνατο,1,292,V-ADI-3S,Verb,,Singular,,Aorist,,middle Deponent,Indicative,Third person,,,,
70201,καταπονουμενω,1,2669,V-PPP-DSM,Verb,Masculine,Singular,Dative,Present,,Passive,Participle,,,,,
70204,αιγυπτιον,2,124,A-ASM,Adjective,Masculine,Singular,Accusative,,,,,,,,,
70205,ενομιζεν,1,3543,V-IAI-3S,Verb,,Singular,,Imperfect,,Active,Indicative,Third person,,,,
70226,επιουση,5,1966,V-PAP-DSF,Verb,Feminine,Singular,Dative,Present,,Active,Participle,,,,,
70230,μαχομενοις,1,3164,V-PNP-DPM,Verb,Masculine,Plural,Dative,Present,,middle or passive Deponent,Participle,,,,,
70232,συνηλασεν,1,4900,V-AAI-3S,Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
70243,αδικειτε,2,91,V-PAI-2P,Verb,,Plural,,Present,,Active,Indicative,Second person,,,,
70247,αδικων,6,91,V-PAP-NSM,Verb,Masculine,Singular,Nominative,Present,,Active,Participle,,,,,
70250,απωσατο,3,683,V-ADI-3S,Verb,,Singular,,Aorist,,middle Deponent,Indicative,Third person,,,,
70268,ανειλες,1,337,V-2AAI-2S,Verb,,Singular,,Second Aorist,,Active,Indicative,Second person,,,,
70281,παροικος,1,3941,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
70284,μαδιαμ,1,3099,N-PRI,Noun,,,,,,,,,Indeclinable,proper noun,,
70290,πληρωθεντων,1,4137,V-APP-GPN,Verb,Neuter,Plural,Genitive,Aorist,,Passive,Participle,,,,,
70300,σινα,4,4614,N-PRI,Noun,,,,,,,,,Indeclinable,proper noun,,
70317,κατανοησαι,2,2657,V-AAN,Verb,,,,Aorist,,Active,Infinitive,,,,,
70340,εντρομος,3,1790,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
70352,λυσον,2,3089,V-AAM-2S,Verb,,Singular,,Aorist,,Active,Imperative,Second person,,,,
70354,υποδημα,2,5266,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
70363,εστηκας,2,2476,V-RAI-2S,Verb,,Singular,,Perfect,,Active,Indicative,Second person,,,,
70365,αγια,14,40,A-NSF,Adjective,Feminine,Singular,Nominative,,,,,,,,,
70370,κακωσιν,1,2561,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
70379,στεναγμου,1,4726,N-GSM,Noun,Masculine,Singular,Genitive,,,,,,,,,
70383,κατεβην,1,2597,V-2AAI-1S,Verb,,Singular,,Second Aorist,,Active,Indicative,First person,,,,
70384,εξελεσθαι,1,1807,V-2AMN,Verb,,,,Second Aorist,,Middle,Infinitive,,,,,
70397,ηρνησαντο,1,720,V-ADI-3P,Verb,,Plural,,Aorist,,middle Deponent,Indicative,Third person,,,,
70398,ειποντες,4,3004,V-2AAP-NPM,Verb,Masculine,Plural,Nominative,Second Aorist,,Active,Participle,,,,,
