id,word,count,str_num,rp_code,rp_pos,rp_gender,rp_number,rp_word_case,rp_tense,rp_type,rp_voice,rp_mood,rp_person,rp_indeclinable,rp_description,rp_kai_incrasis,rp_extra
2002,ενοχος,8,1777,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
2003,εσται,122,1510,V-FDI-3S,Verb,,Singular,,Future,,middle Deponent,Indicative,Third person,,,,
2005,κρισει,7,2920,N-DSF,Noun,Feminine,Singular,Dative,,,,,,,,,
2011,πας,98,3956,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
2013,οργιζομενος,1,3710,V-PPP-NSM,Verb,Masculine,Singular,Nominative,Present,,Passive,Participle,,,,,
2015,αδελφω,13,80,N-DSM,Noun,Masculine,Singular,Dative,,,,,,,,,
2017,εικη,7,1500,ADV,Adverb,,,,,,,,,,,,
2025,ειπη,24,3004,V-2AAS-3S,Verb,,Singular,,Second Aorist,,Active,Subjunctive,Third person,,,,
2029,ρακα,1,4469,ARAM,Aramaism,,,,,,,,,,,,
2033,συνεδριω,7,4892,N-DSN,Noun,Neuter,Singular,Dative,,,,,,,,,
2038,μωρε,1,3474,A-VSM,Adjective,Masculine,Singular,Vocative,,,,,,,,,
2043,γεενναν,8,1067,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
2045,πυρος,31,4442,N-GSN,Noun,Neuter,Singular,Genitive,,,,,,,,,
2048,προσφερης,1,4374,V-PAS-2S,Verb,,Singular,,Present,,Active,Subjunctive,Second person,,,,
2050,δωρον,9,1435,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
2054,θυσιαστηριον,6,2379,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
2057,μνησθης,1,3403,V-APS-2S,Verb,,Singular,,Aorist,,Passive,Subjunctive,Second person,,,,
2060,αδελφος,43,80,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
2062,εχει,100,2192,V-PAI-3S,Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
2063,τι,451,5100,X-ASN,Indefinite Pronoun,Neuter,Singular,Accusative,,,,,,,,,
2073,θυσιαστηριου,11,2379,N-GSN,Noun,Neuter,Singular,Genitive,,,,,,,,,
2076,πρωτον,67,4412,ADV-S,Adverb,,,,,superlative,,,,,,,
2077,διαλλαγηθι,1,1259,V-2APM-2S,Verb,,Singular,,Second Aorist,,Passive,Imperative,Second person,,,,
2084,προσφερε,1,4374,V-PAM-2S,Verb,,Singular,,Present,,Active,Imperative,Second person,,,,
2089,ευνοων,1,2132,V-PAP-NSM,Verb,Masculine,Singular,Nominative,Present,,Active,Participle,,,,,
2091,αντιδικω,1,476,N-DSM,Noun,Masculine,Singular,Dative,,,,,,,,,
2093,ταχυ,12,5035,ADV,Adverb,,,,,,,,,,,,
2095,οτου,6,3755,R-GSN-ATT,Relative Pronoun,Neuter,Singular,Genitive,,,,,,,,,Attic Greek form
2099,οδω,23,3598,N-DSF,Noun,Feminine,Singular,Dative,,,,,,,,,
2104,παραδω,11,3860,V-2AAS-3S,Verb,,Singular,,Second Aorist,,Active,Subjunctive,Third person,,,,
2106,αντιδικος,2,476,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
2108,κριτη,2,2923,N-DSM,Noun,Masculine,Singular,Dative,,,,,,,,,
2111,κριτης,9,2923,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
2115,υπηρετη,2,5257,N-DSM,Noun,Masculine,Singular,Dative,,,,,,,,,
2118,φυλακην,16,5438,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
2119,βληθηση,1,906,V-FPI-2S,Verb,,Singular,,Future,,Passive,Indicative,Second person,,,,
2125,εξελθης,2,1831,V-2AAS-2S,Verb,,Singular,,Second Aorist,,Active,Subjunctive,Second person,,,,
2129,αποδως,2,591,V-2AAS-2S,Verb,,Singular,,Second Aorist,,Active,Subjunctive,Second person,,,,
2131,εσχατον,6,2078,A-ASM-S,Adjective,Masculine,Singular,Accusative,,superlative,,,,,,,
2132,κοδραντην,1,2835,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
2137,μοιχευσεις,5,3431,V-FAI-2S,Verb,,Singular,,Future,,Active,Indicative,Second person,,,,
2145,βλεπων,12,991,V-PAP-NSM,Verb,Masculine,Singular,Nominative,Present,,Active,Participle,,,,,
2149,επιθυμησαι,1,1937,V-AAN,Verb,,,,Aorist,,Active,Infinitive,,,,,
2152,εμοιχευσεν,1,3431,V-AAI-3S,Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
2161,οφθαλμος,15,3788,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
2164,δεξιος,1,1188,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
2165,σκανδαλιζει,6,4624,V-PAI-3S,Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
2167,εξελε,2,1807,V-2AAM-2S,Verb,,Singular,,Second Aorist,,Active,Imperative,Second person,,,,
2173,συμφερει,11,4851,V-PAI-3S,Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
2177,αποληται,8,622,V-2AMS-3S,Verb,,Singular,,Second Aorist,,Middle,Subjunctive,Third person,,,,
2180,μελων,2,3196,N-GPN,Noun,Neuter,Plural,Genitive,,,,,,,,,
2186,σωμα,74,4983,N-NSN,Noun,Neuter,Singular,Nominative,,,,,,,,,
2188,βληθη,2,906,V-APS-3S,Verb,,Singular,,Aorist,,Passive,Subjunctive,Third person,,,,
2194,δεξια,16,1188,A-NSF,Adjective,Feminine,Singular,Nominative,,,,,,,,,
2196,χειρ,13,5495,N-NSF,Noun,Feminine,Singular,Nominative,,,,,,,,,
2199,εκκοψον,3,1581,V-AAM-2S,Verb,,Singular,,Aorist,,Active,Imperative,Second person,,,,
2228,απολυση,8,630,V-AAS-3S,Verb,,Singular,,Aorist,,Active,Subjunctive,Third person,,,,
2232,δοτω,1,1325,V-2AAM-3S,Verb,,Singular,,Second Aorist,,Active,Imperative,Third person,,,,
2234,αποστασιον,1,647,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
2246,παρεκτος,3,3924,ADV,Adverb,,,,,,,,,,,,
2247,λογου,27,3056,N-GSM,Noun,Masculine,Singular,Genitive,,,,,,,,,
2248,πορνειας,12,4202,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
2249,ποιει,32,4160,V-PAI-3S,Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
2251,μοιχασθαι,1,3429,V-PNN,Verb,,,,Present,,middle or passive Deponent,Infinitive,,,,,
2255,απολελυμενην,3,630,V-RPP-ASF,Verb,Feminine,Singular,Accusative,Perfect,,Passive,Participle,,,,,
2256,γαμηση,3,1060,V-AAS-3S,Verb,,Singular,,Aorist,,Active,Subjunctive,Third person,,,,
2257,μοιχαται,5,3429,V-PNI-3S,Verb,,Singular,,Present,,middle or passive Deponent,Indicative,Third person,,,,
2265,επιορκησεις,1,1964,V-FAI-2S,Verb,,Singular,,Future,,Active,Indicative,Second person,,,,
2266,αποδωσεις,1,591,V-FAI-2S,Verb,,Singular,,Future,,Active,Indicative,Second person,,,,
2269,κυριω,104,2962,N-DSM,Noun,Masculine,Singular,Dative,,,,,,,,,
2271,ορκους,3,3727,N-APM,Noun,Masculine,Plural,Accusative,,,,,,,,,
2278,ομοσαι,2,3660,V-AAN,Verb,,,,Aorist,,Active,Infinitive,,,,,
2279,ολως,4,3654,ADV,Adverb,,,,,,,,,,,,
2280,μητε,36,3383,CONJ-N,Conjunction,,,,,negative,,,,,,,
2283,ουρανω,38,3772,N-DSM,Noun,Masculine,Singular,Dative,,,,,,,,,
2285,θρονος,6,2362,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
2294,υποποδιον,9,5286,N-NSN,Noun,Neuter,Singular,Nominative,,,,,,,,,
2297,ποδων,19,4228,N-GPM,Noun,Masculine,Plural,Genitive,,,,,,,,,
2306,μεγαλου,7,3173,A-GSM,Adjective,Masculine,Singular,Genitive,,,,,,,,,
2311,κεφαλη,15,2776,N-DSF,Noun,Feminine,Singular,Dative,,,,,,,,,
2313,ομοσης,1,3660,V-AAS-2S,Verb,,Singular,,Aorist,,Active,Subjunctive,Second person,,,,
2316,δυνασαι,9,1410,V-PNI-2S,Verb,,Singular,,Present,,middle or passive Deponent,Indicative,Second person,,,,
2318,τριχα,1,2359,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
2319,λευκην,3,3022,A-ASF,Adjective,Feminine,Singular,Accusative,,,,,,,,,
2321,μελαιναν,1,3189,A-ASF,Adjective,Feminine,Singular,Accusative,,,,,,,,,
2322,ποιησαι,47,4160,V-AAN,Verb,,,,Aorist,,Active,Infinitive,,,,,
2323,εστω,13,1510,V-PAM-3S,Verb,,Singular,,Present,,Active,Imperative,Third person,,,,
2326,λογος,68,3056,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
2328,ναι,35,3483,PRT,Particle,,,,,,,,,,,,
2334,περισσον,5,4053,A-NSN,Adjective,Neuter,Singular,Nominative,,,,,,,,,
2338,πονηρου,13,4190,A-GSM,Adjective,Masculine,Singular,Genitive,,,,,,,,,
2343,οφθαλμον,1,3788,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
2345,οφθαλμου,6,3788,N-GSM,Noun,Masculine,Singular,Genitive,,,,,,,,,
2347,οδοντα,1,3599,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
2349,οδοντος,1,3599,N-GSM,Noun,Masculine,Singular,Genitive,,,,,,,,,
2355,αντιστηναι,4,436,V-2AAN,Verb,,,,Second Aorist,,Active,Infinitive,,,,,
2357,πονηρω,2,4190,A-DSM,Adjective,Masculine,Singular,Dative,,,,,,,,,
2361,ραπισει,1,4474,V-FAI-3S,Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
2364,δεξιαν,5,1188,A-ASF,Adjective,Feminine,Singular,Accusative,,,,,,,,,
2365,σιαγονα,2,4600,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
2366,στρεψον,1,4762,V-AAM-2S,Verb,,Singular,,Aorist,,Active,Imperative,Second person,,,,
2370,αλλην,10,243,A-ASF,Adjective,Feminine,Singular,Accusative,,,,,,,,,
2373,θελοντι,2,2309,V-PAP-DSM,Verb,Masculine,Singular,Dative,Present,,Active,Participle,,,,,
2375,κριθηναι,2,2919,V-APN,Verb,,,,Aorist,,Passive,Infinitive,,,,,
2378,χιτωνα,4,5509,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
2380,λαβειν,20,2983,V-2AAN,Verb,,,,Second Aorist,,Active,Infinitive,,,,,
2385,ιματιον,13,2440,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
2389,αγγαρευσει,1,29,V-FAI-3S,Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
2390,μιλιον,1,3400,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
2397,αιτουντι,3,154,V-PAP-DSM,Verb,Masculine,Singular,Dative,Present,,Active,Participle,,,,,
2399,διδου,3,1325,V-PAM-2S,Verb,,Singular,,Present,,Active,Imperative,Second person,,,,
2402,θελοντα,1,2309,V-PAP-ASM,Verb,Masculine,Singular,Accusative,Present,,Active,Participle,,,,,
2405,δανεισασθαι,1,1155,V-AMN,Verb,,,,Aorist,,Middle,Infinitive,,,,,
2407,αποστραφης,1,654,V-2APS-2S,Verb,,Singular,,Second Aorist,,Passive,Subjunctive,Second person,,,,
2411,αγαπησεις,10,25,V-FAI-2S,Verb,,Singular,,Future,,Active,Indicative,Second person,,,,
2413,πλησιον,16,4139,ADV,Adverb,,,,,,,,,,,,
2416,μισησεις,1,3404,V-FAI-2S,Verb,,Singular,,Future,,Active,Indicative,Second person,,,,
2418,εχθρον,2,2190,A-ASM,Adjective,Masculine,Singular,Accusative,,,,,,,,,
2424,αγαπατε,14,25,V-PAM-2P,Verb,,Plural,,Present,,Active,Imperative,Second person,,,,
2426,εχθρους,13,2190,A-APM,Adjective,Masculine,Plural,Accusative,,,,,,,,,
2428,ευλογειτε,4,2127,V-PAM-2P,Verb,,Plural,,Present,,Active,Imperative,Second person,,,,
2430,καταρωμενους,2,2672,V-PNP-APM,Verb,Masculine,Plural,Accusative,Present,,middle or passive Deponent,Participle,,,,,
2432,καλως,36,2573,ADV,Adverb,,,,,,,,,,,,
2435,μισουσιν,2,3404,V-PAP-DPM,Verb,Masculine,Plural,Dative,Present,,Active,Participle,,,,,
2438,προσευχεσθε,14,4336,V-PNM-2P,Verb,,Plural,,Present,,middle or passive Deponent,Imperative,Second person,,,,
2439,υπερ,159,5228,PREP,Preposition,,,,,,,,,,,,
2441,επηρεαζοντων,2,1908,V-PAP-GPM,Verb,Masculine,Plural,Genitive,Present,,Active,Participle,,,,,
2444,διωκοντων,1,1377,V-PAP-GPM,Verb,Masculine,Plural,Genitive,Present,,Active,Participle,,,,,
2447,γενησθε,7,1096,V-2ADS-2P,Verb,,Plural,,Second Aorist,,middle Deponent,Subjunctive,Second person,,,,
2458,ηλιον,4,2246,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
2460,ανατελλει,1,393,V-PAI-3S,Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
2462,πονηρους,7,4190,A-APM,Adjective,Masculine,Plural,Accusative,,,,,,,,,
2464,αγαθους,2,18,A-APM,Adjective,Masculine,Plural,Accusative,,,,,,,,,
2466,βρεχει,1,1026,V-PAI-3S,Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
2468,δικαιους,6,1342,A-APM,Adjective,Masculine,Plural,Accusative,,,,,,,,,
2470,αδικους,2,94,A-APM,Adjective,Masculine,Plural,Accusative,,,,,,,,,
2473,αγαπησητε,1,25,V-AAS-2P,Verb,,Plural,,Aorist,,Active,Subjunctive,Second person,,,,
2475,αγαπωντας,3,25,V-PAP-APM,Verb,Masculine,Plural,Accusative,Present,,Active,Participle,,,,,
2477,τινα,66,5101,I-ASM,Interrogative Pronoun,Masculine,Singular,Accusative,,,,,,,,,
2478,μισθον,18,3408,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
2479,εχετε,49,2192,V-PAI-2P,Verb,,Plural,,Present,,Active,Indicative,Second person,,,,
2480,ουχι,56,3780,PRT-I,Particle,,,,,interrogative,,,,,,,
2483,τελωναι,9,5057,N-NPM,Noun,Masculine,Plural,Nominative,,,,,,,,,
2486,ποιουσιν,12,4160,V-PAI-3P,Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
2489,ασπασησθε,2,782,V-ADS-2P,Verb,,Plural,,Aorist,,middle Deponent,Subjunctive,Second person,,,,
2491,φιλους,9,5384,A-APM,Adjective,Masculine,Plural,Accusative,,,,,,,,,
2493,μονον,73,3440,ADV,Adverb,,,,,,,,,,,,
2503,εσεσθε,10,1510,V-FDI-2P,Verb,,Plural,,Future,,middle Deponent,Indicative,Second person,,,,
2506,τελειοι,5,5046,A-NPM,Adjective,Masculine,Plural,Nominative,,,,,,,,,
2507,ωσπερ,42,5618,ADV,Adverb,,,,,,,,,,,,
2509,πατηρ,110,3962,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
2515,τελειος,3,5046,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
2517,προσεχετε,10,4337,V-PAM-2P,Verb,,Plural,,Present,,Active,Imperative,Second person,,,,
2519,ελεημοσυνην,8,1654,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
2522,ποιειν,26,4160,V-PAN,Verb,,,,Present,,Active,Infinitive,,,,,
2528,θεαθηναι,2,2300,V-APN,Verb,,,,Aorist,,Passive,Infinitive,,,,,
2532,μηγε,8,1490,PRT-N,Particle,,,,,negative,,,,,,,
2538,πατρι,33,3962,N-DSM,Noun,Masculine,Singular,Dative,,,,,,,,,
2546,ποιης,5,4160,V-PAS-2S,Verb,,Singular,,Present,,Active,Subjunctive,Second person,,,,
2549,σαλπισης,1,4537,V-AAS-2S,Verb,,Singular,,Aorist,,Active,Subjunctive,Second person,,,,
2554,υποκριται,16,5273,N-NPM,Noun,Masculine,Plural,Nominative,,,,,,,,,
2562,ρυμαις,1,4505,N-DPF,Noun,Feminine,Plural,Dative,,,,,,,,,
2564,δοξασθωσιν,1,1392,V-APS-3P,Verb,,Plural,,Aorist,,Passive,Subjunctive,Third person,,,,
2571,απεχουσιν,3,568,V-PAI-3P,Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
2577,ποιουντος,1,4160,V-PAP-GSM,Verb,Masculine,Singular,Genitive,Present,,Active,Participle,,,,,
2580,γνωτω,1,1097,V-2AAM-3S,Verb,,Singular,,Second Aorist,,Active,Imperative,Third person,,,,
2582,αριστερα,1,710,A-NSF,Adjective,Feminine,Singular,Nominative,,,,,,,,,
2593,ελεημοσυνη,1,1654,N-NSF,Noun,Feminine,Singular,Nominative,,,,,,,,,
2596,κρυπτω,10,2927,A-DSN,Adjective,Neuter,Singular,Dative,,,,,,,,,
2607,αποδωσει,6,591,V-FAI-3S,Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
2611,φανερω,4,5318,A-DSN,Adjective,Neuter,Singular,Dative,,,,,,,,,
2614,προσευχη,16,4336,V-PNS-2S,Verb,,Singular,,Present,,middle or passive Deponent,Subjunctive,Second person,,,,
2616,εση,9,1510,V-FDI-2S,Verb,,Singular,,Future,,middle Deponent,Indicative,Second person,,,,
2621,φιλουσιν,2,5368,V-PAI-3P,Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
2628,γωνιαις,2,1137,N-DPF,Noun,Feminine,Plural,Dative,,,,,,,,,
2630,πλατειων,1,4113,N-GPF,Noun,Feminine,Plural,Genitive,,,,,,,,,
2631,εστωτες,5,2476,V-RAP-NPM,Verb,Masculine,Plural,Nominative,Perfect,,Active,Participle,,,,,
2632,προσευχεσθαι,6,4336,V-PNN,Verb,,,,Present,,middle or passive Deponent,Infinitive,,,,,
2635,φανωσιν,2,5316,V-2APS-3P,Verb,,Plural,,Second Aorist,,Passive,Subjunctive,Third person,,,,
2637,ανθρωποις,45,444,N-DPM,Noun,Masculine,Plural,Dative,,,,,,,,,
2650,εισελθε,4,1525,V-2AAM-2S,Verb,,Singular,,Second Aorist,,Active,Imperative,Second person,,,,
2653,ταμιειον,1,5009,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
2656,κλεισας,1,2808,V-AAP-NSM,Verb,Masculine,Singular,Nominative,Aorist,,Active,Participle,,,,,
2658,θυραν,14,2374,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
2660,προσευξαι,1,4336,V-ADM-2S,Verb,,Singular,,Aorist,,middle Deponent,Imperative,Second person,,,,
2682,προσευχομενοι,12,4336,V-PNP-NPM,Verb,Masculine,Plural,Nominative,Present,,middle or passive Deponent,Participle,,,,,
2685,βαττολογησητε,1,945,V-AAS-2P,Verb,,Plural,,Aorist,,Active,Subjunctive,Second person,,,,
2688,εθνικοι,1,1482,A-NPM,Adjective,Masculine,Plural,Nominative,,,,,,,,,
2689,δοκουσιν,2,1380,V-PAI-3P,Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
2694,πολυλογια,1,4180,N-DSF,Noun,Feminine,Singular,Dative,,,,,,,,,
2696,εισακουσθησονται,1,1522,V-FPI-3P,Verb,,Plural,,Future,,Passive,Indicative,Third person,,,,
2699,ομοιωθητε,1,3666,V-APS-2P,Verb,,Plural,,Aorist,,Passive,Subjunctive,Second person,,,,
2701,οιδεν,23,1492,V-RAI-3S,Verb,,Singular,,Perfect,,Active,Indicative,Third person,,,,
2712,αιτησαι,1,154,V-AAN,Verb,,,,Aorist,,Active,Infinitive,,,,,
2718,πατερ,24,3962,N-VSM,Noun,Masculine,Singular,Vocative,,,,,,,,,
2724,αγιασθητω,3,37,V-APM-3S,Verb,,Singular,,Aorist,,Passive,Imperative,Third person,,,,
2728,ελθετω,3,2064,V-2AAM-3S,Verb,,Singular,,Second Aorist,,Active,Imperative,Third person,,,,
2732,γενηθητω,8,1096,V-AOM-3S,Verb,,Singular,,Aorist,,passive Deponent,Imperative,Third person,,,,
2734,θελημα,42,2307,N-NSN,Noun,Neuter,Singular,Nominative,,,,,,,,,
2744,αρτον,38,740,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
2747,επιουσιον,2,1967,A-ASM,Adjective,Masculine,Singular,Accusative,,,,,,,,,
2748,δος,15,1325,V-2AAM-2S,Verb,,Singular,,Second Aorist,,Active,Imperative,Second person,,,,
2750,σημερον,41,4594,ADV,Adverb,,,,,,,,,,,,
2755,οφειληματα,1,3783,N-APN,Noun,Neuter,Plural,Accusative,,,,,,,,,
2759,ημεις,126,1473,P-1NP,Personal Pronoun,,Plural,Nominative,,,,,First person,,,,
2760,αφιεμεν,2,863,V-PAI-1P,Verb,,Plural,,Present,,Active,Indicative,First person,,,,
2762,οφειλεταις,1,3781,N-DPM,Noun,Masculine,Plural,Dative,,,,,,,,,
2766,εισενεγκης,2,1533,V-AAS-2S,Verb,,Singular,,Aorist,,Active,Subjunctive,Second person,,,,
2767,ημας,170,1473,P-1AP,Personal Pronoun,,Plural,Accusative,,,,,First person,,,,
2769,πειρασμον,11,3986,N-ASM,Noun,Masculine,Singular,Accusative,,,,,,,,,
2771,ρυσαι,2,4506,V-ADM-2S,Verb,,Singular,,Aorist,,middle Deponent,Imperative,Second person,,,,
2783,δυναμις,14,1411,N-NSF,Noun,Feminine,Singular,Nominative,,,,,,,,,
2786,δοξα,38,1391,N-NSF,Noun,Feminine,Singular,Nominative,,,,,,,,,
2789,αιωνας,31,165,N-APM,Noun,Masculine,Plural,Accusative,,,,,,,,,
2793,αφητε,5,863,V-2AAS-2P,Verb,,Plural,,Second Aorist,,Active,Subjunctive,Second person,,,,
2797,παραπτωματα,10,3900,N-APN,Noun,Neuter,Plural,Accusative,,,,,,,,,
2799,αφησει,3,863,V-FAI-3S,Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
2806,ουρανιος,4,3770,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
2826,νηστευητε,1,3522,V-PAS-2P,Verb,,Plural,,Present,,Active,Subjunctive,Second person,,,,
2828,γινεσθε,25,1096,V-PNM-2P,Verb,,Plural,,Present,,middle or passive Deponent,Imperative,Second person,,,,
2832,σκυθρωποι,2,4659,A-NPM,Adjective,Masculine,Plural,Nominative,,,,,,,,,
2833,αφανιζουσιν,1,853,V-PAI-3P,Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
2836,προσωπα,6,4383,N-APN,Noun,Neuter,Plural,Accusative,,,,,,,,,
2842,νηστευοντες,2,3522,V-PAP-NPM,Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
2853,νηστευων,3,3522,V-PAP-NSM,Verb,Masculine,Singular,Nominative,Present,,Active,Participle,,,,,
2854,αλειψαι,1,218,V-AMM-2S,Verb,,Singular,,Aorist,,Middle,Imperative,Second person,,,,
2857,κεφαλην,30,2776,N-ASF,Noun,Feminine,Singular,Accusative,,,,,,,,,
2860,προσωπον,46,4383,N-ASN,Noun,Neuter,Singular,Accusative,,,,,,,,,
2862,νιψαι,3,3538,V-AMM-2S,Verb,,Singular,,Aorist,,Middle,Imperative,Second person,,,,
2865,φανης,1,5316,V-2APS-2S,Verb,,Singular,,Second Aorist,,Passive,Subjunctive,Second person,,,,
2889,θησαυριζετε,2,2343,V-PAM-2P,Verb,,Plural,,Present,,Active,Imperative,Second person,,,,
2895,οπου,81,3699,ADV,Adverb,,,,,,,,,,,,
2896,σης,6,4597,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
2898,βρωσις,4,1035,N-NSF,Noun,Feminine,Singular,Nominative,,,,,,,,,
2899,αφανιζει,2,853,V-PAI-3S,Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
2902,κλεπται,4,2812,N-NPM,Noun,Masculine,Plural,Nominative,,,,,,,,,
2903,διορυσσουσιν,2,1358,V-PAI-3P,Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
2905,κλεπτουσιν,2,2813,V-PAI-3P,Verb,,Plural,,Present,,Active,Indicative,Third person,,,,
2913,ουτε,94,3777,CONJ-N,Conjunction,,,,,negative,,,,,,,
2929,θησαυρος,2,2344,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
2938,λυχνος,6,3088,N-NSM,Noun,Masculine,Singular,Nominative,,,,,,,,,
2940,σωματος,36,4983,N-GSN,Noun,Neuter,Singular,Genitive,,,,,,,,,
2949,απλους,2,573,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
2955,φωτεινον,4,5460,A-NSN,Adjective,Neuter,Singular,Nominative,,,,,,,,,
2962,πονηρος,8,4190,A-NSM,Adjective,Masculine,Singular,Nominative,,,,,,,,,
2968,σκοτεινον,3,4652,A-NSN,Adjective,Neuter,Singular,Nominative,,,,,,,,,
2977,σκοτος,14,4655,N-NSN,Noun,Neuter,Singular,Nominative,,,,,,,,,
2981,ποσον,3,4214,Q-NSN,Correlative Pronoun,Neuter,Singular,Nominative,,,,,,,,,
2982,ουδεις,97,3762,A-NSM-N,Adjective,Masculine,Singular,Nominative,,negative,,,,,,,
2984,δυσιν,9,1417,A-DPM,Adjective,Masculine,Plural,Dative,,,,,,,,,
2985,κυριοις,5,2962,N-DPM,Noun,Masculine,Plural,Dative,,,,,,,,,
2986,δουλευειν,8,1398,V-PAN,Verb,,,,Present,,Active,Infinitive,,,,,
2990,ενα,46,1520,A-ASM,Adjective,Masculine,Singular,Accusative,,,,,,,,,
2991,μισησει,2,3404,V-FAI-3S,Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
2994,ετερον,27,2087,A-ASM,Adjective,Masculine,Singular,Accusative,,,,,,,,,
2995,αγαπησει,4,25,V-FAI-3S,Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
2997,ενος,34,1520,A-GSM,Adjective,Masculine,Singular,Genitive,,,,,,,,,
2998,ανθεξεται,2,472,V-FDI-3S,Verb,,Singular,,Future,,middle Deponent,Indicative,Third person,,,,
3001,ετερου,6,2087,A-GSM,Adjective,Masculine,Singular,Genitive,,,,,,,,,
3002,καταφρονησει,2,2706,V-FAI-3S,Verb,,Singular,,Future,,Active,Indicative,Third person,,,,
3004,δυνασθε,28,1410,V-PNI-2P,Verb,,Plural,,Present,,middle or passive Deponent,Indicative,Second person,,,,
3005,θεω,160,2316,N-DSM,Noun,Masculine,Singular,Dative,,,,,,,,,
3008,μαμωνα,4,3126,N-DSM,Noun,Masculine,Singular,Dative,,,,,,,,,
3014,μεριμνατε,6,3309,V-PAM-2P,Verb,,Plural,,Present,,Active,Imperative,Second person,,,,
3016,ψυχη,24,5590,N-DSF,Noun,Feminine,Singular,Dative,,,,,,,,,
3019,φαγητε,5,5315,V-2AAS-2P,Verb,,Plural,,Second Aorist,,Active,Subjunctive,Second person,,,,
3022,πιητε,3,4095,V-2AAS-2P,Verb,,Plural,,Second Aorist,,Active,Subjunctive,Second person,,,,
3023,μηδε,58,3366,CONJ-N,Conjunction,,,,,negative,,,,,,,
3025,σωματι,25,4983,N-DSN,Noun,Neuter,Singular,Dative,,,,,,,,,
3028,ενδυσησθε,4,1746,V-AMS-2P,Verb,,Plural,,Aorist,,Middle,Subjunctive,Second person,,,,
3035,τροφης,11,5160,N-GSF,Noun,Feminine,Singular,Genitive,,,,,,,,,
3040,ενδυματος,3,1742,N-GSN,Noun,Neuter,Singular,Genitive,,,,,,,,,
3041,εμβλεψατε,1,1689,V-AAM-2P,Verb,,Plural,,Aorist,,Active,Imperative,Second person,,,,
3044,πετεινα,11,4071,N-APN,Noun,Neuter,Plural,Accusative,,,,,,,,,
