id,parsed_id,word,simplified_word,unicode,count
77904,77904,SEBOME/NOU,sebomenou,σεβομένου,1
77911,77911,SUNOMOROU=SA,sunomorousa,συνομοροῦσα,1
77914,77914,*KRI/SPOS,krispos,Κρίσπος,1
77929,77929,*KORINQI/WN,korinqiwn,Κορινθίων,1
77947,6777,LA/LEI,lalei,λάλει,3
77950,77950,SIWPH/SH|S,siwphshs,σιωπήσῃς,1
77958,77958,E)PIQH/SETAI/,epiqhsetai,ἐπιθήσεταί,1
77972,26193,*)EKA/QISE/N,ekaqisen,Ἐκάθισέν,1
77985,77985,*GALLI/WNOS,galliwnos,Γαλλίωνος,1
77987,77987,A)NQUPATEU/ONTOS,anqupateuontos,ἀνθυπατεύοντος,1
77989,77989,*)AXAI+/AS,axaias,Ἀχαΐας,4
77990,77990,KATEPE/STHSAN,katepesthsan,κατεπέστησαν,1
78008,78008,A)NAPEI/QEI,anapeiqei,ἀναπείθει,1
78011,78011,SE/BESQAI,sebesqai,σέβεσθαι,1
78014,78014,*ME/LLONTOS,mellontos,Μέλλοντος,1
78023,78023,*GALLI/WN,galliwn,Γαλλίων,1
78031,78031,A)DI/KHMA/,adikhma,ἀδίκημά,1
78034,78034,R(A|DIOU/RGHMA,radiourghma,ῥᾳδιούργημα,1
78041,78041,H)NESXO/MHN,hnesxomhn,ἠνεσχόμην,1
78045,78045,ZH/THMA/,zhthma,ζήτημά,1
78063,78063,BOU/LOMAI,boulomai,βούλομαι,3
78066,78066,A)PH/LASEN,aphlasen,ἀπήλασεν,1
78071,48912,*)EPILABO/MENOI,epilabomenoi,Ἐπιλαβόμενοι,1
78076,78076,*SWSQE/NHN,swsqenhn,Σωσθένην,1
78078,78078,A)RXISUNA/GWGON,arxisunagwgon,ἀρχισυνάγωγον,1
78087,78087,*GALLI/WNI,galliwni,Γαλλίωνι,1
78093,78093,PROSMEI/NAS,prosmeinas,προσμείνας,1
78095,72347,I(KANA/S,ikanas,ἱκανάς,1
78099,78099,E)CE/PLEI,eceplei,ἐξέπλει,1
78106,78106,*PRI/SKILLA,priskilla,Πρίσκιλλα,3
78108,78108,*)AKU/LAS,akulas,Ἀκύλας,3
78109,78109,KEIRA/MENOS,keiramenos,κειράμενος,1
78113,78113,*KEGXREAI=S,kegxreais,Κεγχρεαῖς,2
78116,78116,EU)XH/N,euxhn,εὐχήν,1
78120,78120,*)/EFESON,efeson,Ἔφεσον,8
78123,78123,KATE/LIPEN,katelipen,κατέλιπεν,3
78131,78131,DIELE/XQH,dielexqh,διελέχθη,1
78134,78134,*)ERWTW/NTWN,erwtwntwn,Ἐρωτώντων,1
78144,78144,E)PE/NEUSEN,epeneusen,ἐπένευσεν,1
78146,78146,A)PETA/CATO,apetacato,ἀπετάξατο,1
78151,33402,PA/NTWS,pantws,πάντως,6
78155,78155,E)RXOME/NHN,erxomenhn,ἐρχομένην,1
78161,78161,A)NAKA/MYW,anakamyw,ἀνακάμψω,1
78166,78166,QE/LONTOS,qelontos,θέλοντος,2
78167,1242,*)ANH/XQH,anhxqh,Ἀνήχθη,1
78170,78170,*)EFE/SOU,efesou,Ἐφέσου,2
78177,78177,A)SPASA/MENOS,aspasamenos,ἀσπασάμενος,3
78202,78202,*)APOLLW\S,apollws,Ἀπολλὼς,2
78204,78204,*)ALECANDREU\S,alecandreus,Ἀλεξανδρεὺς,1
78208,78208,LO/GIOS,logios,λόγιος,1
78209,76375,KATH/NTHSEN,kathnthsen,κατήντησεν,3
78219,78219,KATHXHME/NOS,kathxhmenos,κατηχημένος,1
78225,78225,ZE/WN,zewn,ζέων,1
78236,78236,E)PISTA/MENOS,epistamenos,ἐπιστάμενος,4
78244,78244,PARRHSIA/ZESQAI,parrhsiazesqai,παρρησιάζεσθαι,1
78254,78254,PROSELA/BONTO,proselabonto,προσελάβοντο,3
78257,78257,A)KRIBE/STERON,akribesteron,ἀκριβέστερον,4
78259,78259,E)CE/QENTO,eceqento,ἐξέθεντο,1
78264,78264,*BOULOME/NOU,boulomenou,Βουλομένου,1
78270,78270,*)AXAI+/AN,axaian,Ἀχαΐαν,2
78271,78271,PROTREYA/MENOI,protreyamenoi,προτρεψάμενοι,1
78274,78274,E)/GRAYAN,egrayan,ἔγραψαν,1
78277,78277,A)PODE/CASQAI,apodecasqai,ἀποδέξασθαι,1
78281,78281,SUNEBA/LETO,sunebaleto,συνεβάλετο,1
78284,78284,PEPISTEUKO/SIN,pepisteukosin,πεπιστευκόσιν,1
78292,78292,DIAKATHLE/GXETO,diakathlegxeto,διακατηλέγχετο,1
78294,78294,E)PIDEIKNU\S,epideiknus,ἐπιδεικνὺς,1
78307,78307,*)APOLLW\,apollw,Ἀπολλὼ,4
78310,78310,*KORI/NQW|,korinqw,Κορίνθῳ,4
78312,78312,DIELQO/NTA,dielqonta,διελθόντα,1
78314,78314,A)NWTERIKA\,anwterika,ἀνωτερικὰ,1
78340,3280,A(/GIO/N,agion,ἅγιόν,1
78350,78350,E)BAPTI/SQHTE,ebaptisqhte,ἐβαπτίσθητε,3
78392,78392,E)PIQE/NTOS,epiqentos,ἐπιθέντος,2
78409,78409,PROEFH/TEUON,proefhteuon,προεφήτευον,1
78416,78416,DEKADU/O,dekaduo,δεκαδύο,2
78422,78422,E)PARRHSIA/ZETO,eparrhsiazeto,ἐπαρρησιάζετο,1
78426,78426,DIALEGO/MENOS,dialegomenos,διαλεγόμενος,2
78428,78428,PEI/QWN,peiqwn,πείθων,2
78438,78438,E)SKLHRU/NONTO,esklhrunonto,ἐσκληρύνοντο,1
78440,78440,H)PEI/QOUN,hpeiqoun,ἠπείθουν,1
78441,78441,KAKOLOGOU=NTES,kakologountes,κακολογοῦντες,1
78447,78447,A)POSTA\S,apostas,ἀποστὰς,1
78450,78450,A)FW/RISEN,afwrisen,ἀφώρισεν,1
78458,78458,SXOLH=|,sxolh,σχολῇ,1
78459,78459,*TURA/NNOU,turannou,Τυράννου,1
78483,3570,*DUNA/MEIS,dunameis,Δυνάμεις,1
78487,78487,TUXOU/SAS,tuxousas,τυχούσας,1
78500,78500,E)PIFE/RESQAI,epiferesqai,ἐπιφέρεσθαι,1
78503,78503,XRWTO\S,xrwtos,χρωτὸς,1
78505,78505,SOUDA/RIA,soudaria,σουδάρια,1
78507,78507,SIMIKI/NQIA,simikinqia,σιμικίνθια,1
78509,78509,A)PALLA/SSESQAI,apallassesqai,ἀπαλλάσσεσθαι,1
78519,78519,E)CE/RXESQAI,ecerxesqai,ἐξέρχεσθαι,1
78522,30363,*)EPEXEI/RHSAN,epexeirhsan,Ἐπεχείρησαν,1
78527,78527,PERIERXOME/NWN,perierxomenwn,περιερχομένων,1
78529,78529,E)CORKISTW=N,ecorkistwn,ἐξορκιστῶν,1
78530,78530,O)NOMA/ZEIN,onomazein,ὀνομάζειν,1
78544,78544,*(ORKI/ZOMEN,orkizomen,Ὁρκίζομεν,1
78551,78551,KHRU/SSEI,khrussei,κηρύσσει,2
78556,78556,*SKEUA=,skeua,Σκευᾶ,1
78563,78563,*)APOKRIQE\N,apokriqen,Ἀποκριθὲν,1
78582,78582,E)FALLO/MENOS,efallomenos,ἐφαλλόμενος,1
78595,78595,KATAKURIEU/SAN,katakurieusan,κατακυριεύσαν,1
78601,78601,GUMNOU\S,gumnous,γυμνοὺς,1
78603,78603,TETRAUMATISME/NOUS,tetraumatismenous,τετραυματισμένους,1
78617,78617,*(/ELLHSIN,ellhsin,Ἕλλησιν,5
78629,78629,E)MEGALU/NETO,emegaluneto,ἐμεγαλύνετο,1
78635,1658,*POLLOI/,polloi,Πολλοί,1
78638,78638,PEPISTEUKO/TWN,pepisteukotwn,πεπιστευκότων,3
78642,78642,A)NAGGE/LLONTES,anaggellontes,ἀναγγέλλοντες,1
78644,78644,PRA/CEIS,praceis,πράξεις,2
78646,35726,*(IKANOI\,ikanoi,Ἱκανοὶ,1
78650,78650,PERI/ERGA,perierga,περίεργα,1
78651,78651,PRACA/NTWN,pracantwn,πραξάντων,2
78652,78652,SUNENE/GKANTES,sunenegkantes,συνενέγκαντες,1
78654,78654,BI/BLOUS,biblous,βίβλους,1
78655,78655,KATE/KAION,katekaion,κατέκαιον,1
78659,78659,SUNEYH/FISAN,suneyhfisan,συνεψήφισαν,1
78666,78666,MURIA/DAS,muriadas,μυριάδας,1
78706,78706,*(RW/MHN,rwmhn,Ῥώμην,4
78715,78715,DIAKONOU/NTWN,diakonountwn,διακονούντων,1
78719,78719,*)/ERASTON,eraston,Ἔραστον,1
78721,78721,E)PE/SXEN,epesxen,ἐπέσχεν,1
78738,78738,*DHMH/TRIOS,dhmhtrios,Δημήτριος,2
78742,78742,A)RGUROKO/POS,argurokopos,ἀργυροκόπος,1
78744,78744,NAOU\S,naous,ναοὺς,1
78745,78745,A)RGUROU=S,argurous,ἀργυροῦς,1
78746,78746,*)ARTE/MIDOS,artemidos,Ἀρτέμιδος,3
78747,78747,PAREI/XETO,pareixeto,παρείχετο,1
78749,78749,TEXNI/TAIS,texnitais,τεχνίταις,1
78752,78752,O)LI/GHN,olighn,ὀλίγην,1
78754,78754,SUNAQROI/SAS,sunaqroisas,συναθροίσας,1
78770,78770,EU)PORI/A,euporia,εὐπορία,1
78789,78789,PEI/SAS,peisas,πείσας,1
78790,78790,METE/STHSEN,metesthsen,μετέστησεν,2
78801,78801,GINO/MENOI,ginomenoi,γινόμενοι,2
78806,78806,KINDUNEU/EI,kinduneuei,κινδυνεύει,1
78811,78811,A)PELEGMO\N,apelegmon,ἀπελεγμὸν,1
78818,78818,QEA=S,qeas,θεᾶς,2
78822,78822,OU)QE\N,ouqen,οὐθὲν,1
78823,78823,LOGISQH=NAI,logisqhnai,λογισθῆναι,2
78827,78827,KAQAIREI=SQAI,kaqaireisqai,καθαιρεῖσθαι,1
78829,78829,MEGALEIO/THTA,megaleiothta,μεγαλειότητα,1
78834,76487,*)ASI/A,asia,Ἀσία,1
78837,14700,OI)KOUME/NH,oikoumenh,οἰκουμένη,1
78838,78838,SE/BETAI,sebetai,σέβεται,1
78847,3683,*MEGA/LH,megalh,Μεγάλη,2
78849,78849,*)/ARTEMIS,artemis,Ἄρτεμις,2
78850,78850,*)EFESI/WN,efesiwn,Ἐφεσίων,3
78857,78857,SUGXU/SEWS,sugxusews,συγχύσεως,1
78858,70819,W(/RMHSA/N,wrmhsan,ὥρμησάν,1
78863,78863,QE/ATRON,qeatron,θέατρον,3
78864,78864,SUNARPA/SANTES,sunarpasantes,συναρπάσαντες,1
78865,78865,*GA/I+ON,gaion,Γάϊον,2
78867,78867,*)ARI/STARXON,aristarxon,Ἀρίσταρχον,1
78868,78868,*MAKEDO/NAS,makedonas,Μακεδόνας,1
78869,78869,SUNEKDH/MOUS,sunekdhmous,συνεκδήμους,1
78874,78264,BOULOME/NOU,boulomenou,βουλομένου,1
78880,78880,EI)/WN,eiwn,εἴων,2
78888,78888,*)ASIARXW=N,asiarxwn,Ἀσιαρχῶν,1
78892,78892,PE/MYANTES,pemyantes,πέμψαντες,1
78911,10799,E)KKLHSI/A,ekklhsia,ἐκκλησία,8
78912,78912,SUGKEXUME/NH,sugkexumenh,συγκεχυμένη,1
78920,78920,SUNELHLU/QEISAN,sunelhluqeisan,συνεληλύθεισαν,1
78925,78925,PROEBI/BASAN,proebibasan,προεβίβασαν,1
78927,78927,PROBALO/NTWN,probalontwn,προβαλόντων,1
78933,78933,*)ALE/CANDROS,alecandros,Ἀλέξανδρος,3
78938,78938,A)POLOGEI=SQAI,apologeisqai,ἀπολογεῖσθαι,2
78940,78940,DH/MW|,dhmw,δήμῳ,1
78955,78955,KRAZO/NTWN,krazontwn,κραζόντων,1
78960,78960,*KATASTEI/LAS,katasteilas,Καταστείλας,1
78968,78968,*)EFE/SIOI,efesioi,Ἐφέσιοι,1
78979,78979,NEWKO/RON,newkoron,νεωκόρον,1
78987,78987,*DIOPETOU=S,diopetous,Διοπετοῦς,1
78988,78988,*)ANANTIRRH/TWN,anantirrhtwn,Ἀναντιρρήτων,1
78992,78992,DE/ON,deon,δέον,2
78995,78995,KATESTALME/NOUS,katestalmenous,κατεσταλμένους,1
78996,78996,U(PA/RXEIN,uparxein,ὑπάρχειν,6
78999,78999,PROPETE\S,propetes,προπετὲς,1
79001,56009,*)HGA/GETE,hgagete,Ἠγάγετε,1
79007,79007,I(EROSU/LOUS,ierosulous,ἱεροσύλους,1
79009,79009,BLASFHMOU=NTAS,blasfhmountas,βλασφημοῦντας,1
79021,79021,TEXNI=TAI,texnitai,τεχνῖται,1
79026,79026,A)GORAI=OI,agoraioi,ἀγοραῖοι,1
79027,79027,A)/GONTAI,agontai,ἄγονται,2
79029,79029,A)NQU/PATOI/,anqupatoi,ἀνθύπατοί,1
79031,79031,E)GKALEI/TWSAN,egkaleitwsan,ἐγκαλείτωσαν,1
79038,79038,E)PIZHTEI=TE,epizhteite,ἐπιζητεῖτε,1
79041,79041,E)NNO/MW|,ennomw,ἐννόμῳ,1
79043,79043,E)PILUQH/SETAI,epiluqhsetai,ἐπιλυθήσεται,1
79046,79046,KINDUNEU/OMEN,kinduneuomen,κινδυνεύομεν,2
79047,79047,E)GKALEI=SQAI,egkaleisqai,ἐγκαλεῖσθαι,1
79052,79052,MHDENO\S,mhdenos,μηδενὸς,3
79053,79053,AI)TI/OU,aitiou,αἰτίου,1
79058,79058,DUNHSO/MEQA,dunhsomeqa,δυνησόμεθα,1
79062,79062,SUSTROFH=S,sustrofhs,συστροφῆς,1
79073,79073,PAU/SASQAI,pausasqai,παύσασθαι,1
79088,33541,*DIELQW\N,dielqwn,Διελθὼν,1
79092,23250,E)KEI=NA,ekeina,ἐκεῖνα,1
79094,79094,PARAKALE/SAS,parakalesas,παρακαλέσας,1
79101,79101,*(ELLA/DA,ellada,Ἑλλάδα,1
79102,11203,*POIH/SAS,poihsas,Ποιήσας,1
79108,79108,E)PIBOULH=S,epiboulhs,ἐπιβουλῆς,2
79113,79113,A)NA/GESQAI,anagesqai,ἀνάγεσθαι,2
79118,79118,GNW/MH,gnwmh,γνώμη,1
79123,79123,*SUNEI/PETO,suneipeto,Συνείπετο,1
79129,79129,*SW/PATROS,swpatros,Σώπατρος,1
79130,79130,*BEROIAI=OS,beroiaios,Βεροιαῖος,1
79131,79131,*QESSALONIKE/WN,qessalonikewn,Θεσσαλονικέων,3
79133,79133,*)ARI/STARXOS,aristarxos,Ἀρίσταρχος,3
79135,79135,*SEKOU=NDOS,sekoundos,Σεκοῦνδος,1
79137,79137,*GA/I+OS,gaios,Γάϊος,2
79138,79138,*DERBAI=OS,derbaios,Δερβαῖος,1
79141,79141,*)ASIANOI\,asianoi,Ἀσιανοὶ,1
79143,79143,*TUXIKO\S,tuxikos,Τυχικὸς,2
79145,79145,*TRO/FIMOS,trofimos,Τρόφιμος,1
79148,79148,E)/MENON,emenon,ἔμενον,1
79151,79151,*TRW|A/DI,trwadi,Τρῳάδι,2
79154,79154,E)CEPLEU/SAMEN,ecepleusamen,ἐξεπλεύσαμεν,1
79161,79161,*FILI/PPWN,filippwn,Φιλίππων,1
79173,79173,DIETRI/YAMEN,dietriyamen,διετρίψαμεν,1
79182,13725,SUNHGME/NWN,sunhgmenwn,συνηγμένων,1
79185,79185,KLA/SAI,klasai,κλάσαι,1
79189,77419,DIELE/GETO,dielegeto,διελέγετο,2
79192,79192,E)CIE/NAI,ecienai,ἐξιέναι,2
79195,79195,PARE/TEINE/N,pareteinen,παρέτεινέν,1
79204,71978,I(KANAI\,ikanai,ἱκαναὶ,1
79211,1475,*KAQH/MENOS,kaqhmenos,Καθήμενος,1
79214,79214,NEANI/AS,neanias,νεανίας,1
79216,79216,*EU)/TUXOS,eutuxos,Εὔτυχος,1
79219,79219,QURI/DOS,quridos,θυρίδος,2
79220,79220,KATAFERO/MENOS,kataferomenos,καταφερόμενος,1
79222,79222,BAQEI=,baqei,βαθεῖ,1
79223,79223,DIALEGOME/NOU,dialegomenou,διαλεγομένου,1
79228,79228,KATENEXQEI\S,katenexqeis,κατενεχθεὶς,1
79235,79235,TRISTE/GOU,tristegou,τριστέγου,1
79247,79247,SUMPERILABW\N,sumperilabwn,συμπεριλαβὼν,1
79258,9214,*)ANABA\S,anabas,Ἀναβὰς,2
79268,79268,O(MILH/SAS,omilhsas,ὁμιλήσας,1
79270,79270,AU)GH=S,aughs,αὐγῆς,1
79273,12364,*)/HGAGON,hgagon,Ἤγαγον,1
79279,79279,PAREKLH/QHSAN,pareklhqhsan,παρεκλήθησαν,1
79281,79281,METRI/WS,metriws,μετρίως,1
79288,79288,A)NH/XQHMEN,anhxqhmen,ἀνήχθημεν,3
79291,79291,*)/ASSON,asson,Ἄσσον,2
79293,79293,ME/LLONTES,mellontes,μέλλοντες,5
79294,79294,A)NALAMBA/NEIN,analambanein,ἀναλαμβάνειν,1
79300,79300,DIATETAGME/NOS,diatetagmenos,διατεταγμένος,1
79303,79303,PEZEU/EIN,pezeuein,πεζεύειν,1
79306,79306,SUNE/BALEN,sunebalen,συνέβαλεν,1
79311,79311,A)NALABO/NTES,analabontes,ἀναλαβόντες,3
79315,79315,*MITULH/NHN,mitulhnhn,Μιτυλήνην,1
79317,79317,A)POPLEU/SANTES,apopleusantes,ἀποπλεύσαντες,1
79320,79320,KATHNTH/SAMEN,kathnthsamen,κατηντήσαμεν,3
79321,79321,A)NTIKRU\,antikru,ἀντικρὺ,1
79322,79322,*XI/OU,xiou,Χίου,1
79326,79326,PAREBA/LOMEN,parebalomen,παρεβάλομεν,1
79328,79328,*SA/MON,samon,Σάμον,1
79330,79330,MEI/NANTES,meinantes,μείναντες,1
79332,79332,*TRWGULLI/W|,trwgulliw,Τρωγυλλίῳ,1
79337,79337,*MI/LHTON,milhton,Μίλητον,1
79338,79338,*)/EKRINEN,ekrinen,Ἔκρινεν,1
79342,79342,PARAPLEU=SAI,parapleusai,παραπλεῦσαι,1
79349,79349,XRONOTRIBH=SAI,xronotribhsai,χρονοτριβῆσαι,1
79353,79353,E)/SPEUDEN,espeuden,ἔσπευδεν,1
79369,79369,*MILH/TOU,milhtou,Μιλήτου,1
79392,79392,E)PE/BHN,epebhn,ἐπέβην,1
79402,79402,E)GENO/MHN,egenomhn,ἐγενόμην,11
79403,79403,DOULEU/WN,douleuwn,δουλεύων,2
79408,79408,TAPEINOFROSU/NHS,tapeinofrosunhs,ταπεινοφροσύνης,2
79413,79413,PEIRASMW=N,peirasmwn,πειρασμῶν,1
79415,79415,SUMBA/NTWN,sumbantwn,συμβάντων,1
79419,79419,E)PIBOULAI=S,epiboulais,ἐπιβουλαῖς,1
79424,79424,U(PESTEILA/MHN,upesteilamhn,ὑπεστειλάμην,2
79426,79426,SUMFERO/NTWN,sumferontwn,συμφερόντων,1
79429,79429,A)NAGGEI=LAI,anaggeilai,ἀναγγεῖλαι,2
79469,79469,SUNANTH/SONTA/,sunanthsonta,συναντήσοντά,1
79472,6561,EI)DW/S,eidws,εἰδώς,1
79481,79481,DIAMARTU/RETAI,diamarturetai,διαμαρτύρεται,1
79482,79482,LE/GON,legon,λέγον,2
79484,37033,DESMA/,desma,δεσμά,1
79487,79487,QLI/YEIS,qliyeis,θλίψεις,1
79488,79488,ME/NOUSIN,menousin,μένουσιν,2
79492,79492,POIOU=MAI,poioumai,ποιοῦμαι,2
79498,79498,TIMI/AN,timian,τιμίαν,1
79499,79499,E)MAUTW=|,emautw,ἐμαυτῷ,5
79501,79501,TELEIW=SAI,teleiwsai,τελειῶσαι,4
79544,30539,*DIO/TI,dioti,Διότι,3
79545,79545,MARTU/ROMAI,marturomai,μαρτύρομαι,2
79576,79576,POIMNI/W|,poimniw,ποιμνίῳ,1
79585,79585,E)PISKO/POUS,episkopous,ἐπισκόπους,1
79586,79586,POIMAI/NEIN,poimainein,ποιμαίνειν,2
79594,79594,PERIEPOIH/SATO,periepoihsato,περιεποιήσατο,1
79607,79607,A)/FICI/N,aficin,ἄφιξίν,1
79610,79610,BAREI=S,bareis,βαρεῖς,1
79614,79614,FEIDO/MENOI,feidomenoi,φειδόμενοι,1
79616,79616,POIMNI/OU,poimniou,ποιμνίου,2
79624,79624,DIESTRAMME/NA,diestrammena,διεστραμμένα,1
79626,79626,A)POSPA=|N,apospan,ἀποσπᾷν,1
79633,79633,MNHMONEU/ONTES,mnhmoneuontes,μνημονεύοντες,2
79635,79635,TRIETI/AN,trietian,τριετίαν,1
79640,79640,E)PAUSA/MHN,epausamhn,ἐπαυσάμην,1
79643,79643,NOUQETW=N,nouqetwn,νουθετῶν,1
79649,79649,PARATI/QEMAI,paratiqemai,παρατίθεμαι,1
79661,79661,DUNAME/NW|,dunamenw,δυναμένῳ,4
79662,79662,E)POIKODOMH=SAI,epoikodomhsai,ἐποικοδομῆσαι,1
79669,79669,H(GIASME/NOIS,hgiasmenois,ἡγιασμένοις,4
79671,70060,*)ARGURI/OU,arguriou,Ἀργυρίου,1
79673,79673,XRUSI/OU,xrusiou,χρυσίου,2
79675,79675,I(MATISMOU=,imatismou,ἱματισμοῦ,1
79682,79682,XREI/AIS,xreiais,χρείαις,2
79689,79689,U(PHRE/THSAN,uphrethsan,ὑπηρέτησαν,1
79691,79691,XEI=RES,xeires,χεῖρες,2
79692,47148,AU(=TAI,autai,αὗται,2
79694,79694,U(PE/DEICA,upedeica,ὑπέδειξα,1
79698,79698,KOPIW=NTAS,kopiwntas,κοπιῶντας,2
79700,79700,A)NTILAMBA/NESQAI,antilambanesqai,ἀντιλαμβάνεσθαι,1
79703,79703,MNHMONEU/EIN,mnhmoneuein,μνημονεύειν,1
79713,79713,*MAKA/RIO/N,makarion,Μακάριόν,1
79730,1104,*(IKANO\S,ikanos,Ἱκανὸς,1
79736,79736,E)PIPESO/NTES,epipesontes,ἐπιπεσόντες,1
79742,79742,KATEFI/LOUN,katefiloun,κατεφίλουν,1
79745,79745,MA/LISTA,malista,μάλιστα,12
79750,58820,EI)RH/KEI,eirhkei,εἰρήκει,1
79758,79758,*PROE/PEMPON,proepempon,Προέπεμπον,1
79767,79767,A)NAXQH=NAI,anaxqhnai,ἀναχθῆναι,2
79769,79769,A)POSPASQE/NTAS,apospasqentas,ἀποσπασθέντας,1
79772,79772,EU)QUDROMH/SANTES,euqudromhsantes,εὐθυδρομήσαντες,1
79776,79776,*KW=N,kwn,Κῶν,1
79782,79782,*(RO/DON,rodon,Ῥόδον,1
79785,79785,*PA/TARA,patara,Πάταρα,1
79789,79789,DIAPERW=N,diaperwn,διαπερῶν,1
79792,79792,E)PIBA/NTES,epibantes,ἐπιβάντες,1
79794,79794,*)ANAFANE/NTES,anafanentes,Ἀναφανέντες,1
79799,79799,KATALIPO/NTES,katalipontes,καταλιπόντες,2
79801,79801,EU)W/NUMON,euwnumon,εὐώνυμον,2
79802,79802,E)PLE/OMEN,epleomen,ἐπλέομεν,1
79806,79806,KATH/XQHMEN,kathxqhmen,κατήχθημεν,2
79809,79809,E)KEI=SE,ekeise,ἐκεῖσε,2
79814,79814,A)POFORTIZO/MENON,apofortizomenon,ἀποφορτιζόμενον,1
79816,79816,GO/MON,gomon,γόμον,3
79818,79818,A)NEURO/NTES,aneurontes,ἀνευρόντες,1
79820,79820,E)PEMEI/NAMEN,epemeinamen,ἐπεμείναμεν,2
79839,79839,E)CARTI/SAI,ecartisai,ἐξαρτίσαι,1
79843,79843,E)POREUO/MEQA,eporeuomeqa,ἐπορευόμεθα,1
79844,79844,PROPEMPO/NTWN,propempontwn,προπεμπόντων,1
79856,79856,QE/NTES,qentes,θέντες,1
79862,79862,PROSHUCA/MEQA,proshucameqa,προσηυξάμεθα,1
79864,79864,A)SPASA/MENOI,aspasamenoi,ἀσπασάμενοι,4
79866,79866,E)PE/BHMEN,epebhmen,ἐπέβημεν,1
79879,79879,PLOU=N,ploun,πλοῦν,2
79880,79880,DIANU/SANTES,dianusantes,διανύσαντες,1
79885,79885,*PTOLEMAI+/DA,ptolemaida,Πτολεμαΐδα,1
79890,79890,E)MEI/NAMEN,emeinamen,ἐμείναμεν,2
79913,79913,EU)AGGELISTOU=,euaggelistou,εὐαγγελιστοῦ,2
79926,79926,TE/SSARES,tessares,τέσσαρες,11
79927,79927,PROFHTEU/OUSAI,profhteuousai,προφητεύουσαι,1
79928,79928,*)EPIMENO/NTWN,epimenontwn,Ἐπιμενόντων,1
79933,33547,KATH=LQE/N,kathlqen,κατῆλθέν,1
79951,79951,DH/SAS,dhsas,δήσας,1
79960,76099,*TA/DE,tade,Τάδε,8
79971,79971,ZW/NH,zwnh,ζώνη,1
79974,79974,DH/SOUSIN,dhsousin,δήσουσιν,1
79988,79988,PAREKALOU=MEN,parekaloumen,παρεκαλοῦμεν,1
79993,79993,E)NTO/PIOI,entopioi,ἐντόπιοι,1
80008,80008,SUNQRU/PTONTE/S,sunqruptontes,συνθρύπτοντές,1
80016,80016,DEQH=NAI,deqhnai,δεθῆναι,2
80022,80022,E(TOI/MWS,etoimws,ἑτοίμως,3
80031,80031,PEIQOME/NOU,peiqomenou,πειθομένου,1
80034,80034,H(SUXA/SAMEN,hsuxasamen,ἡσυχάσαμεν,1
80046,80046,E)PISKEUASA/MENOI,episkeuasamenoi,ἐπισκευασάμενοι,1
80047,80047,A)NEBAI/NOMEN,anebainomen,ἀνεβαίνομεν,1
80050,22600,*SUNH=LQON,sunhlqon,Συνῆλθον,1
80059,80059,A)/GONTES,agontes,ἄγοντες,1
80062,80062,CENISQW=MEN,cenisqwmen,ξενισθῶμεν,1
80063,80063,*MNA/SWNI/,mnaswni,Μνάσωνί,1
80065,80065,*KUPRI/W|,kupriw,Κυπρίῳ,1
80066,80066,A)RXAI/W|,arxaiw,ἀρχαίῳ,1
80068,49456,*GENOME/NWN,genomenwn,Γενομένων,1
80081,80081,EI)SH/|EI,eishei,εἰσῄει,2
80096,80096,E)CHGEI=TO,echgeito,ἐξηγεῖτο,1
80119,80119,*QEWREI=S,qewreis,Θεωρεῖς,1
80121,80121,PO/SAI,posai,πόσαι,1
80122,80122,MURIA/DES,muriades,μυριάδες,3
80129,80129,ZHLWTAI\,zhlwtai,ζηλωταὶ,1
80133,80133,KATHXH/QHSAN,kathxhqhsan,κατηχήθησαν,1
80138,80138,A)POSTASI/AN,apostasian,ἀποστασίαν,1
80156,80156,E)/QESIN,eqesin,ἔθεσιν,2
80179,78116,EU)XH\N,euxhn,εὐχὴν,1
80185,80185,A(GNI/SQHTI,agnisqhti,ἁγνίσθητι,1
80189,80189,DAPA/NHSON,dapanhson,δαπάνησον,1
80193,80193,CURH/SWNTAI,curhswntai,ξυρήσωνται,1
80201,80201,KATH/XHNTAI,kathxhntai,κατήχηνται,1
80207,80207,STOIXEI=S,stoixeis,στοιχεῖς,1
80212,80212,FULA/SSWN,fulasswn,φυλάσσων,2
80219,80219,E)PESTEI/LAMEN,epesteilamen,ἐπεστείλαμεν,1
80227,80227,FULA/SSESQAI,fulassesqai,φυλάσσεσθαι,2
80229,343,TO/,to,τό,2
80231,80231,EI)DWLO/QUTON,eidwloquton,εἰδωλόθυτον,2
80236,80236,PNIKTO\N,pnikton,πνικτὸν,1
80238,80238,PORNEI/AN,porneian,πορνείαν,3
80250,80250,A(GNISQEI\S,agnisqeis,ἁγνισθεὶς,1
80255,80255,DIAGGE/LLWN,diaggellwn,διαγγέλλων,1
80257,80257,E)KPLH/RWSIN,ekplhrwsin,ἐκπλήρωσιν,1
80261,80261,A(GNISMOU=,agnismou,ἁγνισμοῦ,1
80270,80270,PROSFORA/,prosfora,προσφορά,1
80288,80288,SUNE/XEON,sunexeon,συνέχεον,1
80301,80301,BOHQEI=TE,bohqeite,βοηθεῖτε,1
80329,80329,KEKOI/NWKEN,kekoinwken,κεκοίνωκεν,1
80337,80337,*TRO/FIMON,trofimon,Τρόφιμον,2
