id,word,unicode,count,str_num,rp_code,rp_pos,rp_gender,rp_number,rp_word_case,rp_tense,rp_type,rp_voice,rp_mood,rp_person,rp_indeclinable,rp_why_indeclinable,rp_kai_crasis,rp_attic_greek_form
82484,pepraxa,πεπραχα,1,4238,{V-RAI-1S},Verb,,Singular,,Perfect,,Active,Indicative,First person,,,,
82487,paraitoumai,παραιτουμαι,1,3868,{V-PNI-1S},Verb,,Singular,,Present,,middle or passive Deponent,Indicative,First person,,,,
82502,xarisasqai,χαρισασθαι,2,5483,{V-ADN},Verb,,,,Aorist,,middle Deponent,Infinitive,,,,,
82504,epikaloumai,επικαλουμαι,2,1941,{V-PMI-1S},Verb,,Singular,,Present,,Middle,Indicative,First person,,,,
82508,sullalhsas,συλλαλησασ,1,4814,{V-AAP-NSM},Verb,Masculine,Singular,Nominative,Aorist,,Active,Participle,,,,,
82511,sumbouliou,συμβουλιου,1,4824,{N-GSN},Noun,Neuter,Singular,Genitive,,,,,,,,,
82514,epikeklhsai,επικεκλησαι,1,1941,{V-RMI-2S},Verb,,Singular,,Perfect,,Middle,Indicative,Second person,,,,
82517,poreush,πορευση,1,4198,{V-FDI-2S},Verb,,Singular,,Future,,middle Deponent,Indicative,Second person,,,,
82520,diagenomenwn,διαγενομενων,1,1230,{V-2ADP-GPF},Verb,Feminine,Plural,Genitive,Second Aorist,,middle Deponent,Participle,,,,,
82522,agrippas,αγριππασ,5,67,{N-NSM},Noun,Masculine,Singular,Nominative,,,,,,,,,
82526,bernikh,βερνικη,2,959,{N-NSF},Noun,Feminine,Singular,Nominative,,,,,,,,,
82527,kathnthsan,κατηντησαν,1,2658,{V-AAI-3P},Verb,,Plural,,Aorist,,Active,Indicative,Third person,,,,
82543,aneqeto,ανεθετο,1,394,{V-2AMI-3S},Verb,,Singular,,Second Aorist,,Middle,Indicative,Third person,,,,
82552,kataleleimmenos,καταλελειμμενοσ,1,2641,{V-RPP-NSM},Verb,Masculine,Singular,Nominative,Perfect,,Passive,Participle,,,,,
82554,fhlikos,φηλικοσ,1,5344,{N-GSM},Noun,Masculine,Singular,Genitive,,,,,,,,,
82573,dikhn,δικην,3,1349,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
82582,xarizesqai,χαριζεσθαι,1,5483,{V-PNN},Verb,,,,Present,,middle or passive Deponent,Infinitive,,,,,
82590,kathgoroumenos,κατηγορουμενοσ,1,2723,{V-PPP-NSM},Verb,Masculine,Singular,Nominative,Present,,Passive,Participle,,,,,
82595,kathgorous,κατηγορουσ,1,2725,{N-APM},Noun,Masculine,Plural,Accusative,,,,,,,,,
82602,egklhmatos,εγκληματοσ,1,1462,{N-GSN},Noun,Neuter,Singular,Genitive,,,,,,,,,
82607,anabolhn,αναβολην,1,311,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
82609,poihsamenos,ποιησαμενοσ,2,4160,{V-AMP-NSM},Verb,Masculine,Singular,Nominative,Aorist,,Middle,Participle,,,,,
82616,ekeleusa,εκελευσα,2,2753,{V-AAI-1S},Verb,,Singular,,Aorist,,Active,Indicative,First person,,,,
82627,epeferon,επεφερον,1,2018,{V-IAI-3P},Verb,,Plural,,Imperfect,,Active,Indicative,Third person,,,,
82629,upenooun,υπενοουν,2,5282,{V-IAI-1S},Verb,,Singular,,Imperfect,,Active,Indicative,First person,,,,
82631,zhthmata,ζητηματα,1,2213,{N-APN},Noun,Neuter,Plural,Accusative,,,,,,,,,
82636,idias,ιδιασ,6,2398,{A-GSF},Adjective,Feminine,Singular,Genitive,,,,,,,,,
82637,deisidaimonias,δεισιδαιμονιασ,1,1175,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
82647,efasken,εφασκεν,1,5335,{V-IAI-3S},Verb,,Singular,,Imperfect,,Active,Indicative,Third person,,,,
82651,aporoumenos,απορουμενοσ,1,639,{V-PMP-NSM},Verb,Masculine,Singular,Nominative,Present,,Middle,Participle,,,,,
82657,zhthsin,ζητησιν,1,2214,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
82660,bouloito,βουλοιτο,1,1014,{V-PNO-3S},Verb,,Singular,,Present,,middle or passive Deponent,Optative,Third person,,,,
82671,epikalesamenou,επικαλεσαμενου,2,1941,{V-AMP-GSM},Verb,Masculine,Singular,Genitive,Aorist,,Middle,Participle,,,,,
82672,thrhqhnai,τηρηθηναι,1,5083,{V-APN},Verb,,,,Aorist,,Passive,Infinitive,,,,,
82677,sebastou,σεβαστου,1,4575,{A-GSM},Adjective,Masculine,Singular,Genitive,,,,,,,,,
82678,diagnwsin,διαγνωσιν,1,1233,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
82694,eboulomhn,εβουλομην,3,1014,{V-INI-1S},Verb,,Singular,,Imperfect,,middle or passive Deponent,Indicative,First person,,,,
82711,agrippa,αγριππα,7,67,{N-GSM},Noun,Masculine,Singular,Genitive,,,,,,,,,
82714,bernikhs,βερνικησ,1,959,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
82717,fantasias,φαντασιασ,1,5325,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
82722,akroathrion,ακροατηριον,1,201,{N-ASN},Noun,Neuter,Singular,Accusative,,,,,,,,,
82728,andrasin,ανδρασιν,7,435,{N-DPM},Noun,Masculine,Plural,Dative,,,,,,,,,
82731,ecoxhn,εξοχην,1,1851,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
82736,keleusantos,κελευσαντοσ,1,2753,{V-AAP-GSM},Verb,Masculine,Singular,Genitive,Aorist,,Active,Participle,,,,,
82738,fhstou,φηστου,1,5347,{N-GSM},Noun,Masculine,Singular,Genitive,,,,,,,,,
82747,basileu,βασιλευ,7,935,{N-VSM},Noun,Masculine,Singular,Vocative,,,,,,,,,
82751,sumparontes,συμπαροντεσ,1,4840,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
82763,enetuxon,ενετυχον,1,1793,{V-2AAI-3P},Verb,,Plural,,Second Aorist,,Active,Indicative,Third person,,,,
82770,epibowntes,επιβοωντεσ,1,1916,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
82778,katalabomenos,καταλαβομενοσ,1,2638,{V-2AMP-NSM},Verb,Masculine,Singular,Nominative,Second Aorist,,Middle,Participle,,,,,
82783,pepraxenai,πεπραχεναι,1,4238,{V-RAN},Verb,,,,Perfect,,Active,Infinitive,,,,,
82790,sebaston,σεβαστον,1,4575,{A-ASM},Adjective,Masculine,Singular,Accusative,,,,,,,,,
82791,ekrina,εκρινα,3,2919,{V-AAI-1S},Verb,,Singular,,Aorist,,Active,Indicative,First person,,,,
82792,pempein,πεμπειν,1,3992,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
82804,prohgagon,προηγαγον,1,4254,{V-2AAI-1S},Verb,,Singular,,Second Aorist,,Active,Indicative,First person,,,,
82816,anakrisews,ανακρισεωσ,1,351,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
82818,sxw,σχω,3,2192,{V-2AAS-1S},Verb,,Singular,,Second Aorist,,Active,Subjunctive,First person,,,,
82821,alogon,αλογον,1,249,{A-NSN},Adjective,Neuter,Singular,Nominative,,,,,,,,,
82825,pemponta,πεμποντα,1,3992,{V-PAP-ASM},Verb,Masculine,Singular,Accusative,Present,,Active,Participle,,,,,
82833,shmanai,σημαναι,1,4591,{V-AAN},Verb,,,,Aorist,,Active,Infinitive,,,,,
82840,epitrepetai,επιτρεπεται,1,2010,{V-PPI-3S},Verb,,Singular,,Present,,Passive,Indicative,Third person,,,,
82848,apelogeito,απελογειτο,1,626,{V-INI-3S},Verb,,Singular,,Imperfect,,middle or passive Deponent,Indicative,Third person,,,,
82855,egkaloumai,εγκαλουμαι,2,1458,{V-PPI-1S},Verb,,Singular,,Present,,Passive,Indicative,First person,,,,
82860,hghmai,ηγημαι,2,2233,{V-RNI-1S},Verb,,Singular,,Perfect,,middle or passive Deponent,Indicative,First person,,,,
82869,gnwsthn,γνωστην,1,1109,{N-ASM},Noun,Masculine,Singular,Accusative,,,,,,,,,
82876,hqwn,ηθων,1,2239,{N-GPN},Noun,Neuter,Plural,Genitive,,,,,,,,,
82883,makroqumws,μακροθυμωσ,1,3116,{ADV},Adverb,,,,,,,,,,,,
82889,biwsin,βιωσιν,1,981,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
82904,isasin,ισασιν,1,1492,{V-RAI-3P},Verb,,Plural,,Perfect,,Active,Indicative,Third person,,,,
82908,proginwskontes,προγινωσκοντεσ,2,4267,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
82912,qelwsin,θελωσιν,1,2309,{V-PAS-3P},Verb,,Plural,,Present,,Active,Subjunctive,Third person,,,,
82913,marturein,μαρτυρειν,1,3140,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
82917,akribestathn,ακριβεστατην,1,196,{A-ASF-S},Adjective,Feminine,Singular,Accusative,,superlative,,,,,,,
82920,hmeteras,ημετερασ,1,2251,{S-1PGSF},Possessive Pronoun,Feminine,Singular,Genitive,,,,,First person,,,,
82921,qrhskeias,θρησκειασ,1,2356,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
82922,ezhsa,εζησα,1,2198,{V-AAI-1S},Verb,,Singular,,Aorist,,Active,Indicative,First person,,,,
82937,esthka,εστηκα,3,2476,{V-RAI-1S},Verb,,Singular,,Perfect,,Active,Indicative,First person,,,,
82938,krinomenos,κρινομενοσ,1,2919,{V-PPP-NSM},Verb,Masculine,Singular,Nominative,Present,,Passive,Participle,,,,,
82942,dwdekafulon,δωδεκαφυλον,1,1429,{N-NSN},Noun,Neuter,Singular,Nominative,,,,,,,,,
82945,ekteneia,εκτενεια,1,1616,{N-DSF},Noun,Feminine,Singular,Dative,,,,,,,,,
82949,latreuon,λατρευον,1,3000,{V-PAP-NSN},Verb,Neuter,Singular,Nominative,Present,,Active,Participle,,,,,
82950,elpizei,ελπιζει,3,1679,{V-PAI-3S},Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
82951,katanthsai,καταντησαι,1,2658,{V-AAN},Verb,,,,Aorist,,Active,Infinitive,,,,,
82961,apiston,απιστον,3,571,{A-NSN},Adjective,Neuter,Singular,Nominative,,,,,,,,,
82973,edoca,εδοξα,1,1380,{V-AAI-1S},Verb,,Singular,,Aorist,,Active,Indicative,First person,,,,
82983,enantia,εναντια,1,1727,{A-APN},Adjective,Neuter,Plural,Accusative,,,,,,,,,
82984,pracai,πραξαι,1,4238,{V-AAN},Verb,,,,Aorist,,Active,Infinitive,,,,,
82995,fulakais,φυλακαισ,3,5438,{N-DPF},Noun,Feminine,Plural,Dative,,,,,,,,,
82996,katekleisa,κατεκλεισα,1,2623,{V-AAI-1S},Verb,,Singular,,Aorist,,Active,Indicative,First person,,,,
83003,anairoumenwn,αναιρουμενων,1,337,{V-PPP-GPM},Verb,Masculine,Plural,Genitive,Present,,Passive,Participle,,,,,
83006,kathnegka,κατηνεγκα,1,2702,{V-AAI-1S},Verb,,Singular,,Aorist,,Active,Indicative,First person,,,,
83007,yhfon,ψηφον,3,5586,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83014,timwrwn,τιμωρων,1,5097,{V-PAP-NSM},Verb,Masculine,Singular,Nominative,Present,,Active,Participle,,,,,
83016,hnagkazon,ηναγκαζον,1,315,{V-IAI-1S},Verb,,Singular,,Imperfect,,Active,Indicative,First person,,,,
83017,blasfhmein,βλασφημειν,3,987,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
83020,emmainomenos,εμμαινομενοσ,1,1693,{V-PNP-NSM},Verb,Masculine,Singular,Nominative,Present,,middle or passive Deponent,Participle,,,,,
83039,epitrophs,επιτροπησ,1,2011,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
83054,lamprothta,λαμπροτητα,1,2987,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83057,perilamyan,περιλαμψαν,1,4034,{V-AAP-ASN},Verb,Neuter,Singular,Accusative,Aorist,,Active,Participle,,,,,
83064,poreuomenous,πορευομενουσ,2,4198,{V-PNP-APM},Verb,Masculine,Plural,Accusative,Present,,middle or passive Deponent,Participle,,,,,
83067,katapesontwn,καταπεσοντων,1,2667,{V-2AAP-GPM},Verb,Masculine,Plural,Genitive,Second Aorist,,Active,Participle,,,,,
83074,lalousan,λαλουσαν,1,2980,{V-PAP-ASF},Verb,Feminine,Singular,Accusative,Present,,Active,Participle,,,,,
83087,sklhron,σκληρον,1,4642,{A-NSN},Adjective,Neuter,Singular,Nominative,,,,,,,,,
83090,kentra,κεντρα,2,2759,{N-APN},Noun,Neuter,Plural,Accusative,,,,,,,,,
83091,laktizein,λακτιζειν,1,2979,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
83118,wfqhn,ωφθην,1,3708,{V-API-1S},Verb,,Singular,,Aorist,,Passive,Indicative,First person,,,,
83120,proxeirisasqai,προχειρισασθαι,1,4400,{V-ADN},Verb,,,,Aorist,,middle Deponent,Infinitive,,,,,
83127,eides,ειδεσ,8,3708,{V-2AAI-2S},Verb,,Singular,,Second Aorist,,Active,Indicative,Second person,,,,
83130,ofqhsomai,οφθησομαι,1,3708,{V-FPI-1S},Verb,,Singular,,Future,,Passive,Indicative,First person,,,,
83132,ecairoumenos,εξαιρουμενοσ,1,1807,{V-PMP-NSM},Verb,Masculine,Singular,Nominative,Present,,Middle,Participle,,,,,
83145,anoicai,ανοιξαι,5,455,{V-AAN},Verb,,,,Aorist,,Active,Infinitive,,,,,
83181,apeiqhs,απειθησ,1,545,{A-NSM},Adjective,Masculine,Singular,Nominative,,,,,,,,,
83183,ouraniw,ουρανιω,1,3770,{A-DSF},Adjective,Feminine,Singular,Dative,,,,,,,,,
83184,optasia,οπτασια,1,3701,{N-DSF},Noun,Feminine,Singular,Dative,,,,,,,,,
83202,apaggellwn,απαγγελλων,2,518,{V-PAP-NSM},Verb,Masculine,Singular,Nominative,Present,,Active,Participle,,,,,
83213,prassontas,πρασσοντασ,3,4238,{V-PAP-APM},Verb,Masculine,Plural,Accusative,Present,,Active,Participle,,,,,
83219,sullabomenoi,συλλαβομενοι,1,4815,{V-2AMP-NPM},Verb,Masculine,Plural,Nominative,Second Aorist,,Middle,Participle,,,,,
83223,epeirwnto,επειρωντο,1,3987,{V-INI-3P},Verb,,Plural,,Imperfect,,middle or passive Deponent,Indicative,Third person,,,,
83224,diaxeirisasqai,διαχειρισασθαι,1,1315,{V-AMN},Verb,,,,Aorist,,Middle,Infinitive,,,,,
83225,epikourias,επικουριασ,1,1947,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
83227,tuxwn,τυχων,1,5177,{V-2AAP-NSM},Verb,Masculine,Singular,Nominative,Second Aorist,,Active,Participle,,,,,
83237,marturomenos,μαρτυρομενοσ,1,3143,{V-PNP-NSM},Verb,Masculine,Singular,Nominative,Present,,middle or passive Deponent,Participle,,,,,
83238,mikrw,μικρω,1,3398,{A-DSM},Adjective,Masculine,Singular,Dative,,,,,,,,,
83250,mellontwn,μελλοντων,9,3195,{V-PAP-GPN},Verb,Neuter,Plural,Genitive,Present,,Active,Participle,,,,,
83255,paqhtos,παθητοσ,1,3805,{A-NSM},Adjective,Masculine,Singular,Nominative,,,,,,,,,
83288,manian,μανιαν,1,3130,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83289,peritrepei,περιτρεπει,1,4062,{V-PAI-3S},Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
83293,mainomai,μαινομαι,1,3105,{V-PNI-1S},Verb,,Singular,,Present,,middle or passive Deponent,Indicative,First person,,,,
83296,fhste,φηστε,1,5347,{N-VSM},Noun,Masculine,Singular,Vocative,,,,,,,,,
83300,swfrosunhs,σωφροσυνησ,3,4997,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
83302,apofqeggomai,αποφθεγγομαι,1,669,{V-PNI-1S},Verb,,Singular,,Present,,middle or passive Deponent,Indicative,First person,,,,
83303,epistatai,επισταται,1,1987,{V-PNI-3S},Verb,,Singular,,Present,,middle or passive Deponent,Indicative,Third person,,,,
83314,lanqanein,λανθανειν,1,2990,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
83320,peiqomai,πειθομαι,1,3982,{V-PPI-1S},Verb,,Singular,,Present,,Passive,Indicative,First person,,,,
83325,gwnia,γωνια,1,1137,{N-DSF},Noun,Feminine,Singular,Dative,,,,,,,,,
83344,oligw,ολιγω,4,3641,{A-DSN},Adjective,Neuter,Singular,Dative,,,,,,,,,
83346,peiqeis,πειθεισ,1,3982,{V-PAI-2S},Verb,,Singular,,Present,,Active,Indicative,Second person,,,,
83347,xristianon,χριστιανον,1,5546,{N-ASM},Noun,Masculine,Singular,Accusative,,,,,,,,,
83353,eucaimhn,ευξαιμην,1,2172,{V-ADO-1S},Verb,,Singular,,Aorist,,middle Deponent,Optative,First person,,,,
83375,opoios,οποιοσ,2,3697,{A-NSM},Adjective,Masculine,Singular,Nominative,,,,,,,,,
83397,sugkaqhmenoi,συγκαθημενοι,1,4775,{V-PNP-NPM},Verb,Masculine,Plural,Nominative,Present,,middle or passive Deponent,Participle,,,,,
83400,anaxwrhsantes,αναχωρησαντεσ,1,402,{V-AAP-NPM},Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
83411,prassei,πρασσει,1,4238,{V-PAI-3S},Verb,,Singular,,Present,,Active,Indicative,Third person,,,,
83418,fhstw,φηστω,1,5347,{N-DSM},Noun,Masculine,Singular,Dative,,,,,,,,,
83420,apolelusqai,απολελυσθαι,1,630,{V-RPN},Verb,,,,Perfect,,Passive,Infinitive,,,,,
83427,epekeklhto,επεκεκλητο,1,1941,{V-LDI-3S},Verb,,Singular,,Pluperfect,,middle Deponent,Indicative,Third person,,,,
83431,ekriqh,εκριθη,1,2919,{V-API-3S},Verb,,Singular,,Aorist,,Passive,Indicative,Third person,,,,
83433,apoplein,αποπλειν,1,636,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
83437,italian,ιταλιαν,2,2482,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83445,desmwtas,δεσμωτασ,2,1202,{N-APM},Noun,Masculine,Plural,Accusative,,,,,,,,,
83448,iouliw,ιουλιω,1,2457,{N-DSM},Noun,Masculine,Singular,Dative,,,,,,,,,
83450,sebasths,σεβαστησ,1,4575,{A-GSF},Adjective,Feminine,Singular,Genitive,,,,,,,,,
83454,adramutthnw,αδραμυττηνω,1,98,{A-DSN},Adjective,Neuter,Singular,Dative,,,,,,,,,
83456,plein,πλειν,1,4126,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
83466,aristarxou,αρισταρχου,1,708,{N-GSM},Noun,Masculine,Singular,Genitive,,,,,,,,,
83467,makedonos,μακεδονοσ,1,3110,{N-GSM},Noun,Masculine,Singular,Genitive,,,,,,,,,
83468,qessalonikews,θεσσαλονικεωσ,1,2331,{N-GSM},Noun,Masculine,Singular,Genitive,,,,,,,,,
83475,filanqrwpws,φιλανθρωπωσ,1,5364,{ADV},Adverb,,,,,,,,,,,,
83478,ioulios,ιουλιοσ,1,2457,{N-NSM},Noun,Masculine,Singular,Nominative,,,,,,,,,
83481,xrhsamenos,χρησαμενοσ,1,5530,{V-ADP-NSM},Verb,Masculine,Singular,Nominative,Aorist,,middle Deponent,Participle,,,,,
83486,poreuqenta,πορευθεντα,1,4198,{V-AOP-ASM},Verb,Masculine,Singular,Accusative,Aorist,,passive Deponent,Participle,,,,,
83487,epimeleias,επιμελειασ,1,1958,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
83491,upepleusamen,υπεπλευσαμεν,2,5284,{V-AAI-1P},Verb,,Plural,,Aorist,,Active,Indicative,First person,,,,
83497,anemous,ανεμουσ,2,417,{N-APM},Noun,Masculine,Plural,Accusative,,,,,,,,,
83499,enantious,εναντιουσ,1,1727,{A-APM},Adjective,Masculine,Plural,Accusative,,,,,,,,,
83502,pelagos,πελαγοσ,1,3989,{N-ASN},Noun,Neuter,Singular,Accusative,,,,,,,,,
83509,diapleusantes,διαπλευσαντεσ,1,1277,{V-AAP-NPM},Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
83510,kathlqomen,κατηλθομεν,1,2718,{V-2AAI-1P},Verb,,Plural,,Second Aorist,,Active,Indicative,First person,,,,
83514,lukias,λυκιασ,1,3073,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
83520,alecandrinon,αλεξανδρινον,1,222,{A-ASN},Adjective,Neuter,Singular,Accusative,,,,,,,,,
83525,enebibasen,ενεβιβασεν,1,1688,{V-AAI-3S},Verb,,Singular,,Aorist,,Active,Indicative,Third person,,,,
83530,ikanais,ικαναισ,1,2425,{A-DPF},Adjective,Feminine,Plural,Dative,,,,,,,,,
83533,braduploountes,βραδυπλοουντεσ,1,1020,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
83539,knidon,κνιδον,1,2834,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83541,prosewntos,προσεωντοσ,1,4330,{V-PAP-GSM},Verb,Masculine,Singular,Genitive,Present,,Active,Participle,,,,,
83547,krhthn,κρητην,2,2914,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83549,salmwnhn,σαλμωνην,1,4534,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83552,paralegomenoi,παραλεγομενοι,1,3881,{V-PNP-NPM},Verb,Masculine,Plural,Nominative,Present,,middle or passive Deponent,Participle,,,,,
83560,limenas,λιμενασ,1,3040,{N-APM},Noun,Masculine,Plural,Accusative,,,,,,,,,
83565,lasaia,λασαια,1,2996,{N-NSF},Noun,Feminine,Singular,Nominative,,,,,,,,,
83573,episfalous,επισφαλουσ,1,2000,{A-GSM},Adjective,Masculine,Singular,Genitive,,,,,,,,,
83575,ploos,πλοοσ,1,4144,{N-GSM},Noun,Masculine,Singular,Genitive,,,,,,,,,
83580,nhsteian,νηστειαν,1,3521,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83582,parelhluqenai,παρεληλυθεναι,1,3928,{V-2RAN},Verb,,,,Second Perfect,,Active,Infinitive,,,,,
83583,parhnei,παρηνει,1,3867,{V-IAI-3S},Verb,,Singular,,Imperfect,,Active,Indicative,Third person,,,,
83592,ubrews,υβρεωσ,1,5196,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
83595,zhmias,ζημιασ,1,2209,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
83599,fortiou,φορτιου,1,5413,{N-GSN},Noun,Neuter,Singular,Genitive,,,,,,,,,
83606,yuxwn,ψυχων,5,5590,{N-GPF},Noun,Feminine,Plural,Genitive,,,,,,,,,
83616,kubernhth,κυβερνητη,1,2942,{N-DSM},Noun,Masculine,Singular,Dative,,,,,,,,,
83619,nauklhrw,ναυκληρω,1,3490,{N-DSM},Noun,Masculine,Singular,Dative,,,,,,,,,
83620,epeiqeto,επειθετο,1,3982,{V-IPI-3S},Verb,,Singular,,Imperfect,,Passive,Indicative,Third person,,,,
83628,aneuqetou,ανευθετου,1,428,{A-GSM},Adjective,Masculine,Singular,Genitive,,,,,,,,,
83631,limenos,λιμενοσ,1,3040,{N-GSM},Noun,Masculine,Singular,Genitive,,,,,,,,,
83634,paraxeimasian,παραχειμασιαν,1,3915,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83643,dunainto,δυναιντο,1,1410,{V-PNO-3P},Verb,,Plural,,Present,,middle or passive Deponent,Optative,Third person,,,,
83644,katanthsantes,καταντησαντεσ,1,2658,{V-AAP-NPM},Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
83646,foinika,φοινικα,1,5405,{N-ASM},Noun,Masculine,Singular,Accusative,,,,,,,,,
83647,paraxeimasai,παραχειμασαι,2,3914,{V-AAN},Verb,,,,Aorist,,Active,Infinitive,,,,,
83648,limena,λιμενα,1,3040,{N-ASM},Noun,Masculine,Singular,Accusative,,,,,,,,,
83650,krhths,κρητησ,2,2914,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
83651,bleponta,βλεποντα,1,991,{V-PAP-ASM},Verb,Masculine,Singular,Accusative,Present,,Active,Participle,,,,,
83653,liba,λιβα,1,3047,{N-ASM},Noun,Masculine,Singular,Accusative,,,,,,,,,
83656,xwron,χωρον,1,5566,{N-ASM},Noun,Masculine,Singular,Accusative,,,,,,,,,
83657,upopneusantos,υποπνευσαντοσ,1,5285,{V-AAP-GSM},Verb,Masculine,Singular,Genitive,Aorist,,Active,Participle,,,,,
83660,docantes,δοξαντεσ,1,1380,{V-AAP-NPM},Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
83663,kekrathkenai,κεκρατηκεναι,1,2902,{V-RAN},Verb,,,,Perfect,,Active,Infinitive,,,,,
83664,arantes,αραντεσ,2,142,{V-AAP-NPM},Verb,Masculine,Plural,Nominative,Aorist,,Active,Participle,,,,,
83666,parelegonto,παρελεγοντο,1,3881,{V-INI-3P},Verb,,Plural,,Imperfect,,middle or passive Deponent,Indicative,Third person,,,,
83677,tufwnikos,τυφωνικοσ,1,5189,{A-NSM},Adjective,Masculine,Singular,Nominative,,,,,,,,,
83680,eurokludwn,ευροκλυδων,1,2148,{N-NSM},Noun,Masculine,Singular,Nominative,,,,,,,,,
83681,sunarpasqentos,συναρπασθεντοσ,1,4884,{V-APP-GSN},Verb,Neuter,Singular,Genitive,Aorist,,Passive,Participle,,,,,
83688,antofqalmein,αντοφθαλμειν,1,503,{V-PAN},Verb,,,,Present,,Active,Infinitive,,,,,
83691,epidontes,επιδοντεσ,1,1929,{V-2AAP-NPM},Verb,Masculine,Plural,Nominative,Second Aorist,,Active,Participle,,,,,
83692,eferomeqa,εφερομεθα,1,5342,{V-IPI-1P},Verb,,Plural,,Imperfect,,Passive,Indicative,First person,,,,
83693,nhsion,νησιον,1,3519,{N-ASN},Noun,Neuter,Singular,Accusative,,,,,,,,,
83696,upodramontes,υποδραμοντεσ,1,5295,{V-2AAP-NPM},Verb,Masculine,Plural,Nominative,Second Aorist,,Active,Participle,,,,,
83698,klaudhn,κλαυδην,1,2802,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83701,perikrateis,περικρατεισ,1,4031,{A-NPM},Adjective,Masculine,Plural,Nominative,,,,,,,,,
83704,skafhs,σκαφησ,2,4627,{N-GSF},Noun,Feminine,Singular,Genitive,,,,,,,,,
83707,bohqeiais,βοηθειαισ,1,996,{N-DPF},Noun,Feminine,Plural,Dative,,,,,,,,,
83708,exrwnto,εχρωντο,1,5530,{V-INI-3P},Verb,,Plural,,Imperfect,,middle or passive Deponent,Indicative,Third person,,,,
83709,upozwnnuntes,υποζωννυντεσ,1,5269,{V-PAP-NPM},Verb,Masculine,Plural,Nominative,Present,,Active,Participle,,,,,
83717,surthn,συρτην,1,4950,{N-ASF},Noun,Feminine,Singular,Accusative,,,,,,,,,
83718,ekpeswsin,εκπεσωσιν,1,1601,{V-2AAS-3P},Verb,,Plural,,Second Aorist,,Active,Subjunctive,Third person,,,,
83723,eferonto,εφεροντο,1,5342,{V-IPI-3P},Verb,,Plural,,Imperfect,,Passive,Indicative,Third person,,,,
83724,sfodrws,σφοδρωσ,1,4971,{ADV},Adverb,,,,,,,,,,,,
83726,xeimazomenwn,χειμαζομενων,1,5492,{V-PPP-GPM},Verb,Masculine,Plural,Genitive,Present,,Passive,Participle,,,,,
