info_id,book,chapter,verse,word_index,disputed_alt
93.0,MAT,1,16,12,
247.0,MAT,1,16,13,
248.0,MAT,1,16,14,
249.0,MAT,1,17,0,
250.0,MAT,1,17,1,
251.0,MAT,1,17,2,
252.0,MAT,1,17,3,
253.0,MAT,1,17,4,
9.0,MAT,1,17,5,
255.0,MAT,1,17,6,
88.0,MAT,1,17,7,
252.0,MAT,1,17,8,
258.0,MAT,1,17,9,
23.0,MAT,1,17,10,
253.0,MAT,1,17,11,
88.0,MAT,1,17,12,
255.0,MAT,1,17,13,
36.0,MAT,1,17,14,
173.0,MAT,1,17,15,
174.0,MAT,1,17,16,
252.0,MAT,1,17,17,
258.0,MAT,1,17,18,
23.0,MAT,1,17,19,
253.0,MAT,1,17,20,
36.0,MAT,1,17,21,
173.0,MAT,1,17,22,
174.0,MAT,1,17,23,
255.0,MAT,1,17,24,
100.0,MAT,1,17,25,
4.0,MAT,1,17,26,
252.0,MAT,1,17,27,
258.0,MAT,1,17,28,
278.0,MAT,1,18,0,
14.0,MAT,1,18,1,
3.0,MAT,1,18,2,
4.0,MAT,1,18,3,
282.0,MAT,1,18,4,
283.0,MAT,1,18,5,
284.0,MAT,1,18,6,
285.0,MAT,1,18,7,
286.0,MAT,1,18,8,
287.0,MAT,1,18,9,
36.0,MAT,1,18,10,
289.0,MAT,1,18,11,
26.0,MAT,1,18,12,
241.0,MAT,1,18,13,
292.0,MAT,1,18,14,
293.0,MAT,1,18,15,
294.0,MAT,1,18,16,
295.0,MAT,1,18,17,
296.0,MAT,1,18,18,
297.0,MAT,1,18,19,
298.0,MAT,1,18,20,
299.0,MAT,1,18,21,
300.0,MAT,1,18,22,
301.0,MAT,1,18,23,
35.0,MAT,1,18,24,
303.0,MAT,1,18,25,
304.0,MAT,1,18,26,
238.0,MAT,1,19,0,
14.0,MAT,1,19,1,
93.0,MAT,1,19,2,
308.0,MAT,1,19,3,
309.0,MAT,1,19,4,
310.0,MAT,1,19,5,
311.0,MAT,1,19,6,
23.0,MAT,1,19,7,
313.0,MAT,1,19,8,
314.0,MAT,1,19,9,
315.0,MAT,1,19,10,
316.0,MAT,1,19,11,
317.0,MAT,1,19,12,
318.0,MAT,1,19,13,
319.0,MAT,1,19,14,
320.0,MAT,1,19,15,
321.0,MAT,1,20,0,
14.0,MAT,1,20,1,
26.0,MAT,1,20,2,
324.0,MAT,1,20,3,
325.0,MAT,1,20,4,
326.0,MAT,1,20,5,
327.0,MAT,1,20,6,
328.0,MAT,1,20,7,
329.0,MAT,1,20,8,
330.0,MAT,1,20,9,
331.0,MAT,1,20,10,
332.0,MAT,1,20,11,
293.0,MAT,1,20,12,
334.0,MAT,1,20,13,
6.0,MAT,1,20,14,
313.0,MAT,1,20,15,
337.0,MAT,1,20,16,
338.0,MAT,1,20,17,
339.0,MAT,1,20,18,
177.0,MAT,1,20,19,
341.0,MAT,1,20,20,
342.0,MAT,1,20,21,
343.0,MAT,1,20,22,
287.0,MAT,1,20,23,
299.0,MAT,1,20,24,
346.0,MAT,1,20,25,
347.0,MAT,1,20,26,
35.0,MAT,1,20,27,
349.0,MAT,1,20,28,
350.0,MAT,1,20,29,
304.0,MAT,1,20,30,
352.0,MAT,1,21,0,
14.0,MAT,1,21,1,
354.0,MAT,1,21,2,
23.0,MAT,1,21,3,
356.0,MAT,1,21,4,
343.0,MAT,1,21,5,
358.0,MAT,1,21,6,
26.0,MAT,1,21,7,
360.0,MAT,1,21,8,
361.0,MAT,1,21,9,
287.0,MAT,1,21,10,
363.0,MAT,1,21,11,
11.0,MAT,1,21,12,
365.0,MAT,1,21,13,
26.0,MAT,1,21,14,
253.0,MAT,1,21,15,
368.0,MAT,1,21,16,
369.0,MAT,1,21,17,
370.0,MAT,1,21,18,
371.0,MAT,1,22,0,
14.0,MAT,1,22,1,
373.0,MAT,1,22,2,
374.0,MAT,1,22,3,
375.0,MAT,1,22,4,
376.0,MAT,1,22,5,
343.0,MAT,1,22,6,
378.0,MAT,1,22,7,
379.0,MAT,1,22,8,
100.0,MAT,1,22,9,
327.0,MAT,1,22,10,
382.0,MAT,1,22,11,
100.0,MAT,1,22,12,
384.0,MAT,1,22,13,
385.0,MAT,1,22,14,
386.0,MAT,1,23,0,
282.0,MAT,1,23,1,
388.0,MAT,1,23,2,
299.0,MAT,1,23,3,
300.0,MAT,1,23,4,
391.0,MAT,1,23,5,
23.0,MAT,1,23,6,
393.0,MAT,1,23,7,
354.0,MAT,1,23,8,
23.0,MAT,1,23,9,
396.0,MAT,1,23,10,
343.0,MAT,1,23,11,
358.0,MAT,1,23,12,
26.0,MAT,1,23,13,
400.0,MAT,1,23,14,
401.0,MAT,1,23,15,
350.0,MAT,1,23,16,
403.0,MAT,1,23,17,
404.0,MAT,1,23,18,
405.0,MAT,1,23,19,
93.0,MAT,1,23,20,
407.0,MAT,1,23,21,
408.0,MAT,1,24,0,
14.0,MAT,1,24,1,
93.0,MAT,1,24,2,
238.0,MAT,1,24,3,
253.0,MAT,1,24,4,
100.0,MAT,1,24,5,
414.0,MAT,1,24,6,
415.0,MAT,1,24,7,
416.0,MAT,1,24,8,
417.0,MAT,1,24,9,
331.0,MAT,1,24,10,
93.0,MAT,1,24,11,
326.0,MAT,1,24,12,
327.0,MAT,1,24,13,
23.0,MAT,1,24,14,
423.0,MAT,1,24,15,
177.0,MAT,1,24,16,
425.0,MAT,1,24,17,
26.0,MAT,1,24,18,
23.0,MAT,1,25,0,
428.0,MAT,1,25,1,
429.0,MAT,1,25,2,
315.0,MAT,1,25,3,
255.0,MAT,1,25,4,
432.0,MAT,1,25,5,
433.0,MAT,1,25,6,
11.0,MAT,1,25,7,
435.0,MAT,1,25,8,
309.0,MAT,1,25,9,
11.0,MAT,1,25,10,
438.0,MAT,1,25,11,
23.0,MAT,1,25,12,
440.0,MAT,1,25,13,
343.0,MAT,1,25,14,
358.0,MAT,1,25,15,
26.0,MAT,1,25,16,
360.0,MAT,1,25,17,
278.0,MAT,2,1,0,
14.0,MAT,2,1,1,
3.0,MAT,2,1,2,
448.0,MAT,2,1,3,
299.0,MAT,2,1,4,
450.0,MAT,2,1,5,
36.0,MAT,2,1,6,
452.0,MAT,2,1,7,
299.0,MAT,2,1,8,
454.0,MAT,2,1,9,
455.0,MAT,2,1,10,
100.0,MAT,2,1,11,
457.0,MAT,2,1,12,
325.0,MAT,2,1,13,
459.0,MAT,2,1,14,
253.0,MAT,2,1,15,
461.0,MAT,2,1,16,
462.0,MAT,2,1,17,
463.0,MAT,2,1,18,
464.0,MAT,2,1,19,
465.0,MAT,2,2,0,
466.0,MAT,2,2,1,
467.0,MAT,2,2,2,
93.0,MAT,2,2,3,
469.0,MAT,2,2,4,
94.0,MAT,2,2,5,
368.0,MAT,2,2,6,
472.0,MAT,2,2,7,
473.0,MAT,2,2,8,
287.0,MAT,2,2,9,
26.0,MAT,2,2,10,
11.0,MAT,2,2,11,
477.0,MAT,2,2,12,
299.0,MAT,2,2,13,
479.0,MAT,2,2,14,
480.0,MAT,2,2,15,
23.0,MAT,2,2,16,
482.0,MAT,2,2,17,
483.0,MAT,2,2,18,
331.0,MAT,2,2,19,
485.0,MAT,2,3,0,
14.0,MAT,2,3,1,
487.0,MAT,2,3,2,
93.0,MAT,2,3,3,
94.0,MAT,2,3,4,
490.0,MAT,2,3,5,
23.0,MAT,2,3,6,
492.0,MAT,2,3,7,
464.0,MAT,2,3,8,
494.0,MAT,2,3,9,
26.0,MAT,2,3,10,
23.0,MAT,2,4,0,
497.0,MAT,2,4,1,
498.0,MAT,2,4,2,
24.0,MAT,2,4,3,
500.0,MAT,2,4,4,
23.0,MAT,2,4,5,
502.0,MAT,2,4,6,
100.0,MAT,2,4,7,
504.0,MAT,2,4,8,
505.0,MAT,2,4,9,
506.0,MAT,2,4,10,
370.0,MAT,2,4,11,
508.0,MAT,2,4,12,
93.0,MAT,2,4,13,
510.0,MAT,2,4,14,
511.0,MAT,2,4,15,
512.0,MAT,2,5,0,
14.0,MAT,2,5,1,
514.0,MAT,2,5,2,
331.0,MAT,2,5,3,
516.0,MAT,2,5,4,
450.0,MAT,2,5,5,
36.0,MAT,2,5,6,
452.0,MAT,2,5,7,
284.0,MAT,2,5,8,
287.0,MAT,2,5,9,
522.0,MAT,2,5,10,
382.0,MAT,2,5,11,
100.0,MAT,2,5,12,
384.0,MAT,2,5,13,
526.0,MAT,2,6,0,
527.0,MAT,2,6,1,
528.0,MAT,2,6,2,
529.0,MAT,2,6,3,
530.0,MAT,2,6,4,
531.0,MAT,2,6,5,
532.0,MAT,2,6,6,
533.0,MAT,2,6,7,
299.0,MAT,2,6,8,
535.0,MAT,2,6,9,
536.0,MAT,2,6,10,
530.0,MAT,2,6,11,
35.0,MAT,2,6,12,
539.0,MAT,2,6,13,
287.0,MAT,2,6,14,
541.0,MAT,2,6,15,
542.0,MAT,2,6,16,
543.0,MAT,2,6,17,
544.0,MAT,2,6,18,
11.0,MAT,2,6,19,
546.0,MAT,2,6,20,
547.0,MAT,2,6,21,
11.0,MAT,2,6,22,
549.0,MAT,2,6,23,
550.0,MAT,2,7,0,
487.0,MAT,2,7,1,
318.0,MAT,2,7,2,
553.0,MAT,2,7,3,
24.0,MAT,2,7,4,
555.0,MAT,2,7,5,
556.0,MAT,2,7,6,
506.0,MAT,2,7,7,
370.0,MAT,2,7,8,
11.0,MAT,2,7,9,
560.0,MAT,2,7,10,
100.0,MAT,2,7,11,
562.0,MAT,2,7,12,
563.0,MAT,2,7,13,
526.0,MAT,2,8,0,
565.0,MAT,2,8,1,
566.0,MAT,2,8,2,
463.0,MAT,2,8,3,
450.0,MAT,2,8,4,
569.0,MAT,2,8,5,
570.0,MAT,2,8,6,
571.0,MAT,2,8,7,
572.0,MAT,2,8,8,
573.0,MAT,2,8,9,
100.0,MAT,2,8,10,
575.0,MAT,2,8,11,
576.0,MAT,2,8,12,
14.0,MAT,2,8,13,
578.0,MAT,2,8,14,
579.0,MAT,2,8,15,
580.0,MAT,2,8,16,
581.0,MAT,2,8,17,
582.0,MAT,2,8,18,
583.0,MAT,2,8,19,
584.0,MAT,2,8,20,
331.0,MAT,2,8,21,
512.0,MAT,2,9,0,
14.0,MAT,2,9,1,
588.0,MAT,2,9,2,
100.0,MAT,2,9,3,
457.0,MAT,2,9,4,
591.0,MAT,2,9,5,
23.0,MAT,2,9,6,
325.0,MAT,2,9,7,
93.0,MAT,2,9,8,
595.0,MAT,2,9,9,
596.0,MAT,2,9,10,
597.0,MAT,2,9,11,
299.0,MAT,2,9,12,
479.0,MAT,2,9,13,
480.0,MAT,2,9,14,
601.0,MAT,2,9,15,
297.0,MAT,2,9,16,
255.0,MAT,2,9,17,
583.0,MAT,2,9,18,
605.0,MAT,2,9,19,
606.0,MAT,2,9,20,
432.0,MAT,2,9,21,
285.0,MAT,2,9,22,
343.0,MAT,2,9,23,
610.0,MAT,2,9,24,
611.0,MAT,2,10,0,
14.0,MAT,2,10,1,
11.0,MAT,2,10,2,
477.0,MAT,2,10,3,
615.0,MAT,2,10,4,
616.0,MAT,2,10,5,
617.0,MAT,2,10,6,
618.0,MAT,2,10,7,
526.0,MAT,2,11,0,
620.0,MAT,2,11,1,
463.0,MAT,2,11,2,
177.0,MAT,2,11,3,
623.0,MAT,2,11,4,
597.0,MAT,2,11,5,
343.0,MAT,2,11,6,
610.0,MAT,2,11,7,
627.0,MAT,2,11,8,
241.0,MAT,2,11,9,
36.0,MAT,2,11,10,
289.0,MAT,2,11,11,
26.0,MAT,2,11,12,
23.0,MAT,2,11,13,
633.0,MAT,2,11,14,
634.0,MAT,2,11,15,
331.0,MAT,2,11,16,
23.0,MAT,2,11,17,
637.0,MAT,2,11,18,
24.0,MAT,2,11,19,
639.0,MAT,2,11,20,
370.0,MAT,2,11,21,
641.0,MAT,2,11,22,
331.0,MAT,2,11,23,
643.0,MAT,2,11,24,
644.0,MAT,2,11,25,
23.0,MAT,2,11,26,
646.0,MAT,2,11,27,
23.0,MAT,2,11,28,
648.0,MAT,2,11,29,
526.0,MAT,2,12,0,
650.0,MAT,2,12,1,
328.0,MAT,2,12,2,
329.0,MAT,2,12,3,
313.0,MAT,2,12,4,
654.0,MAT,2,12,5,
655.0,MAT,2,12,6,
656.0,MAT,2,12,7,
657.0,MAT,2,12,8,
658.0,MAT,2,12,9,
659.0,MAT,2,12,10,
660.0,MAT,2,12,11,
463.0,MAT,2,12,12,
177.0,MAT,2,12,13,
663.0,MAT,2,12,14,
370.0,MAT,2,12,15,
665.0,MAT,2,13,0,
14.0,MAT,2,13,1,
370.0,MAT,2,13,2,
325.0,MAT,2,13,3,
326.0,MAT,2,13,4,
327.0,MAT,2,13,5,
671.0,MAT,2,13,6,
328.0,MAT,2,13,7,
329.0,MAT,2,13,8,
292.0,MAT,2,13,9,
293.0,MAT,2,13,10,
332.0,MAT,2,13,11,
677.0,MAT,2,13,12,
678.0,MAT,2,13,13,
343.0,MAT,2,13,14,
610.0,MAT,2,13,15,
23.0,MAT,2,13,16,
177.0,MAT,2,13,17,
683.0,MAT,2,13,18,
26.0,MAT,2,13,19,
23.0,MAT,2,13,20,
686.0,MAT,2,13,21,
463.0,MAT,2,13,22,
688.0,MAT,2,13,23,
23.0,MAT,2,13,24,
690.0,MAT,2,13,25,
691.0,MAT,2,13,26,
255.0,MAT,2,13,27,
693.0,MAT,2,13,28,
694.0,MAT,2,13,29,
695.0,MAT,2,13,30,
696.0,MAT,2,13,31,
287.0,MAT,2,13,32,
487.0,MAT,2,13,33,
699.0,MAT,2,13,34,
343.0,MAT,2,13,35,
610.0,MAT,2,13,36,
100.0,MAT,2,13,37,
703.0,MAT,2,13,38,
704.0,MAT,2,13,39,
705.0,MAT,2,14,0,
14.0,MAT,2,14,1,
707.0,MAT,2,14,2,
423.0,MAT,2,14,3,
343.0,MAT,2,14,4,
610.0,MAT,2,14,5,
23.0,MAT,2,14,6,
177.0,MAT,2,14,7,
683.0,MAT,2,14,8,
26.0,MAT,2,14,9,
715.0,MAT,2,14,10,
23.0,MAT,2,14,11,
717.0,MAT,2,14,12,
463.0,MAT,2,14,13,
688.0,MAT,2,14,14,
23.0,MAT,2,15,0,
285.0,MAT,2,15,1,
691.0,MAT,2,15,2,
255.0,MAT,2,15,3,
36.0,MAT,2,15,4,
725.0,MAT,2,15,5,
455.0,MAT,2,15,6,
375.0,MAT,2,15,7,
376.0,MAT,2,15,8,
343.0,MAT,2,15,9,
378.0,MAT,2,15,10,
379.0,MAT,2,15,11,
100.0,MAT,2,15,12,
327.0,MAT,2,15,13,
382.0,MAT,2,15,14,
100.0,MAT,2,15,15,
384.0,MAT,2,15,16,
385.0,MAT,2,15,17,
738.0,MAT,2,15,18,
739.0,MAT,2,15,19,
740.0,MAT,2,15,20,
11.0,MAT,2,15,21,
354.0,MAT,2,15,22,
547.0,MAT,2,15,23,
550.0,MAT,2,16,0,
487.0,MAT,2,16,1,
746.0,MAT,2,16,2,
747.0,MAT,2,16,3,
748.0,MAT,2,16,4,
379.0,MAT,2,16,5,
368.0,MAT,2,16,6,
751.0,MAT,2,16,7,
752.0,MAT,2,16,8,
753.0,MAT,2,16,9,
23.0,MAT,2,16,10,
755.0,MAT,2,16,11,
756.0,MAT,2,16,12,
498.0,MAT,2,16,13,
24.0,MAT,2,16,14,
759.0,MAT,2,16,15,
24.0,MAT,2,16,16,
299.0,MAT,2,16,17,
450.0,MAT,2,16,18,
23.0,MAT,2,16,19,
299.0,MAT,2,16,20,
765.0,MAT,2,16,21,
535.0,MAT,2,16,22,
767.0,MAT,2,16,23,
309.0,MAT,2,16,24,
253.0,MAT,2,16,25,
770.0,MAT,2,16,26,
23.0,MAT,2,16,27,
772.0,MAT,2,16,28,
773.0,MAT,2,16,29,
11.0,MAT,2,16,30,
560.0,MAT,2,16,31,
596.0,MAT,2,16,32,
556.0,MAT,2,16,33,
778.0,MAT,2,16,34,
368.0,MAT,2,16,35,
751.0,MAT,2,16,36,
550.0,MAT,2,17,0,
782.0,MAT,2,17,1,
343.0,MAT,2,17,2,
378.0,MAT,2,17,3,
379.0,MAT,2,17,4,
786.0,MAT,2,17,5,
100.0,MAT,2,17,6,
384.0,MAT,2,17,7,
385.0,MAT,2,17,8,
790.0,MAT,2,18,0,
299.0,MAT,2,18,1,
792.0,MAT,2,18,2,
793.0,MAT,2,18,3,
794.0,MAT,2,18,4,
23.0,MAT,2,18,5,
796.0,MAT,2,18,6,
23.0,MAT,2,18,7,
798.0,MAT,2,18,8,
799.0,MAT,2,18,9,
800.0,MAT,2,18,10,
801.0,MAT,2,18,11,
802.0,MAT,2,18,12,
803.0,MAT,2,18,13,
309.0,MAT,2,18,14,
23.0,MAT,2,18,15,
428.0,MAT,2,18,16,
807.0,MAT,2,18,17,
808.0,MAT,2,18,18,
747.0,MAT,2,18,19,
428.0,MAT,2,18,20,
811.0,MAT,2,18,21,
812.0,MAT,2,19,0,
14.0,MAT,2,19,1,
100.0,MAT,2,19,2,
455.0,MAT,2,19,3,
325.0,MAT,2,19,4,
326.0,MAT,2,19,5,
327.0,MAT,2,19,6,
328.0,MAT,2,19,7,
329.0,MAT,2,19,8,
671.0,MAT,2,19,9,
292.0,MAT,2,19,10,
238.0,MAT,2,19,11,
299.0,MAT,2,19,12,
825.0,MAT,2,19,13,
332.0,MAT,2,20,0,
677.0,MAT,2,20,1,
678.0,MAT,2,20,2,
343.0,MAT,2,20,3,
610.0,MAT,2,20,4,
23.0,MAT,2,20,5,
177.0,MAT,2,20,6,
683.0,MAT,2,20,7,
26.0,MAT,2,20,8,
23.0,MAT,2,20,9,
836.0,MAT,2,20,10,
463.0,MAT,2,20,11,
838.0,MAT,2,20,12,
549.0,MAT,2,20,13,
840.0,MAT,2,20,14,
287.0,MAT,2,20,15,
842.0,MAT,2,20,16,
843.0,MAT,2,20,17,
177.0,MAT,2,20,18,
845.0,MAT,2,20,19,
100.0,MAT,2,20,20,
575.0,MAT,2,20,21,
705.0,MAT,2,21,0,
14.0,MAT,2,21,1,
707.0,MAT,2,21,2,
423.0,MAT,2,21,3,
343.0,MAT,2,21,4,
610.0,MAT,2,21,5,
23.0,MAT,2,21,6,
177.0,MAT,2,21,7,
683.0,MAT,2,21,8,
26.0,MAT,2,21,9,
23.0,MAT,2,21,10,
859.0,MAT,2,21,11,
463.0,MAT,2,21,12,
838.0,MAT,2,21,13,
549.0,MAT,2,21,14,
485.0,MAT,2,22,0,
14.0,MAT,2,22,1,
747.0,MAT,2,22,2,
866.0,MAT,2,22,3,
867.0,MAT,2,22,4,
171.0,MAT,2,22,5,
36.0,MAT,2,22,6,
452.0,MAT,2,22,7,
871.0,MAT,2,22,8,
455.0,MAT,2,22,9,
100.0,MAT,2,22,10,
874.0,MAT,2,22,11,
26.0,MAT,2,22,12,
876.0,MAT,2,22,13,
691.0,MAT,2,22,14,
878.0,MAT,2,22,15,
879.0,MAT,2,22,16,
14.0,MAT,2,22,17,
328.0,MAT,2,22,18,
329.0,MAT,2,22,19,
717.0,MAT,2,22,20,
463.0,MAT,2,22,21,
802.0,MAT,2,22,22,
886.0,MAT,2,22,23,
36.0,MAT,2,22,24,
888.0,MAT,2,22,25,
23.0,MAT,2,23,0,
583.0,MAT,2,23,1,
891.0,MAT,2,23,2,
463.0,MAT,2,23,3,
893.0,MAT,2,23,4,
894.0,MAT,2,23,5,
895.0,MAT,2,23,6,
581.0,MAT,2,23,7,
376.0,MAT,2,23,8,
343.0,MAT,2,23,9,
378.0,MAT,2,23,10,
382.0,MAT,2,23,11,
368.0,MAT,2,23,12,
902.0,MAT,2,23,13,
747.0,MAT,2,23,14,
904.0,MAT,2,23,15,
905.0,MAT,2,23,16,
516.0,MAT,3,1,0,
14.0,MAT,3,1,1,
908.0,MAT,3,1,2,
454.0,MAT,3,1,3,
910.0,MAT,3,1,4,
911.0,MAT,3,1,5,
912.0,MAT,3,1,6,
93.0,MAT,3,1,7,
914.0,MAT,3,1,8,
915.0,MAT,3,1,9,
299.0,MAT,3,1,10,
479.0,MAT,3,1,11,
918.0,MAT,3,1,12,
36.0,MAT,3,1,13,
452.0,MAT,3,1,14,
23.0,MAT,3,2,0,
332.0,MAT,3,2,1,
923.0,MAT,3,2,2,
924.0,MAT,3,2,3,
287.0,MAT,3,2,4,
282.0,MAT,3,2,5,
927.0,MAT,3,2,6,
368.0,MAT,3,2,7,
